Title,reviews,stars
Unwitting/unwilling customer,I didn't get involved with this company voluntarily. I don't like the $35 fee they charged instantly when my money was moved over to them against my will.,3
"Friendly, fast service","I called and was on hold for about 10 seconds then a pleasant person walked me through my issue and followed up with an email.  Simple, fast and pleasant",5
it was easy to start the rollover…,it was easy to start the rollover process but it forces me to select an employer plan and I have an IRA with another investment team so it is confusing,4
Excellent Client Service,"I thought the representative was courteous, listened carefully to my questions and provided clear and concise instructions on how to achieve the actions I requested",5
Good Service,Good service all around it was easy to access online to receive my funds and I call yesterday the lady that help me was 100% helpful and nice and she made sure I know what I was doing before we got off the phone hats off to her,5
"Quick,simple,flawless","I was informed that my previous employer had rolled over my retirement once I left,I contacted millennium trust and they helped me quickly through there website, I had many options to invest my money",5
I give 5 stars because the…,"I give 5 stars because the representative helps me and guide me what im going to do in order to get my refund, thank you very much Millenium Trust! God bless.",5
Customer Service,Just amazing customer service from the rep that assisted me she walked me through it all and was super patient with me.,5
That they can get help when they need it.,It helped me figure out what I was missing and how to fix it and how to get on line so I can keep up with my account.,5
Very easy to navigate through no complaintsthe…,Very easy to navigate through the website and calling customer service was a great idea. The representative was kind helpful and patient and down to earth thank you,5
Total Distribution,Filling out this review as requested in response to a total distribution. Process was straight forward and quick.,5
Well I can't remember the customer…,Well I can't remember the customer service person's name anymore but she was so helpful to me.i even asked her was there a survey she did reply and said yes I may and may not get one.im so excited you guys did.i hope you can pull her name up that helped me.thank you,5
The customer service was very helpful…,The customer service was very helpful and really patient with me and she helped me through the problem I was having.,5
I still would like to know where i can…,I still would like to know where i can go look for my documents to be sent out if i have a tracking ## but see nothing were ut says tracking,4
Navigation,I am trying to go back and find where I can view my account and the request but am unable to find my way without calling into the customer service line.,3
Great customer service department the…,Great customer service department the website for me gets confusing in some areas and when i needed help they were there every step of the way and extremely patient,5
Distribution,I was very pleased with the help I received from the agent at Millennial Trust also pleasantly surprised by the follow up phone call from her as well. Great job!,5
Great experience with Millennium Trust,Great experience with Millennium Trust. Kept my money safe and the withdrawal process was very simple and quick. Highly recommend!,5
Well i requested a paper request for…,Well i requested a paper request for funds almost 2 months ago...still waiting.. Finally got the online working...and card/check is in the mail.i guess we will see what happens in the next few days.,3
Had to get my withdrawl but the card…,Had to get my withdrawl but the card they provide becauee they don't except any mobile banking account.,4
Good experience,It was easy to access my account and make decisions about my financial future.,5
It was a really fast transaction,"It was a really fast transaction, geez 6 years ago it was worth more than half as much as I had. But yea very quick & easy. Thank you",5
They did not question me  a lot just…,They did not question me  a lot just knew I was going through hard times and needed to cash out.,5
They were very easy to work with,They were very easy to work with. Did of did a great job of staying in touch with me over the years. did everything with very little effort,5
Positive,"Although confusing at first, process was walked through by customer representative  and she made it easy",5
Quickly answered my question with…,Quickly answered my question with accurate information. This was my third call to the company and she was most helpful.,5
Somewhat intuitive forms,Somewhat intuitive forms. Just didn't get a definitive answer if my request went through,4
Everything was finished quick,"Everything was finished quick, the website is very clear and simple. By far the best experience.",5
The people all knew what they were…,The people all knew what they were talking about and were so friendly easy to talk to,5
I think I'll move to Millennium,The lady who helped me was very knowledgeable and kind. I really don't remember the exact date,5
She was so kind and helped me and even…,She was so kind and helped me and even went above what I asked! Thank you excellent service!,5
Results for customers,Easy to get the answers that you need.Directions easy to follow and thorough.Happy to work with this company.,5
My first retirement account,Everything was easy to understand even when I was confused.,5
Was great representative was very…,Was great representative was very helpful walked me through what I needed to get done step by step!!!,5
Very easy to deal with,Very easy to deal with. Simple to setup an account to view and manage your account.,5
Just checking,Just checking to make sure Millinium didn’t need anymore information from me. The gentleman was very helpful and informative.,5
Great Service,"The lady that helped me was very professional and knowledgeable, and had a great attitude.",5
Great site to get things done fast and…,Great site to get things done fast and accurately!!!,5
Knowledgeable and helpful,Secure questions and helpful guidance with clear directions.,5
It has been a slow process but I’m…,It has been a slow process but I’m expecting good things within then next few weeks.,3
Website is very customer friendly,I needed to make a withdrawal and the website was so easy to maneuver. It made the process painless.,5
Everything was handled appropriately,Everything was handled appropriately.  All information was given as needed.,4
***moon3,Had good customer service they were there when I needed their help thank yo,4
Would not let me do a distribution…,Would not let me do a distribution unless I did it online. I preferred to speak to someone,3
Transfer,The agent stayed with me in 45 minutes to guide me through the transfer fund processes.,5
very helpful,tyler was very helpful and answered all my questions to the best of his ability,5
No hassle experience,"Went to the Millennium Trust website for a distribution, it was a simple quick process",5
Awesome customer service rep,"The customer service rep was professional, nice and efficient!! Kudos to her!!",5
Such a great experience Your employee…,Such a great experience Your employee was so very helpful.Thank you,5
Great customer service,Very clear and easy to do business wit. Had to call customer service one time and fixed issue immediately,5
Great experience,"Great experience, very friendly and competent team.",5
Very informative,"This was the most polite, helpful, and informative representative I’ve ever spoke to. Thank you.",5
Amazing customer support via phone and…,Amazing customer support via phone and paperwork was painless,5
Very fast disbursement and easy to use…,Very fast disbursement and easy to use site and forms.,5
Simple well put together.,Everything was easy to navigate.,5
Fantastic customer service I would give…,Fantastic customer service I would give 10 stars if I could,5
Account access,"Representative was knowledgeable, instructive and pleasant.",5
great communication & resolved problem…,great communication & resolved problem very quickly.,5
Unnecessarily abrasive,Unnecessarily abrasive agent then we got disconnected and luckily got someone better.,3
Rollover,Excellent work and a lot of patience Excellent work ethic,5
The webisite could be a little more…,The webisite could be a little more user friendly.  Customer service rep was extremely helpful.,4
He was so patient ( forgot his name),"He was so patient ( forgot his name), waited And guided me until the end of the process.",5
Customer service was great and patient…,Customer service was great and patient and helped me through registering through the portal.,5
Very easy,"It’s was quick and simple to understand. Thanks,",5
Great service,"The customer support and online portal were great, very helpful and easy to navigate.",5
The agent was very helpful.,I'm still trying to get access to my account,5
Greatly appreciated it was fast and easy,"Quick, easy online tools",5
Very helpful and-really nice to talk too,It was the simplicity for me. Thanks for the help,5
The rep who helped me did a great job!,Not user friendly n reply was not at all helpful,5
I'm still trying to get access to my…,The website was easy to navigate and user friendly.,3
Amazing customer service,The website was easy to navigate.,5
Smooth,"Rep was very professional, knowledgeable and helpful.  Great experience.",4
It was the simplicity for me,If this transaction goes thru I will be very pleased with your company,5
Easy access and user friendly…,The service was easy and well done to have my funds distributed to me.,5
Website is easy to use,"Polite, knowledgeable representative",5
The Representative was extremely helpful,Site navigation was simple and easy. Accomplished task quickly.,4
The website was easy to navigate and…,Horrible customer service would never recommend,5
Made everything really easy,Very quick response time and quick results. Only took 2 hours.,5
Good site,I was able to have questions answered quickly.,5
Rep was very professional,Very helpful with what I needed done.  Excellent customer service.,5
Young lady was extremely helpful,I was on a pretty long hold but the conversations went great!,5
If this transaction goes thru I will be…,Helpful customer service and seamless process,5
The service was easy and well done to…,Most efficient and professional. A good  experience. Thank you.,5
Wow!!,"allot of great help , very resourceful, pt.",5
Polite,closing my account was quick and easy,5
Site navigation was simple and easy,Simple transfer with good directions.,5
Very quick response time and quick…,Good discussion and solved all my issues.,5
I was able to have questions answered,Easy to use. Electronic signature function needs some work.,4
Very helpful with what I needed done,Great experience over the years and easy to manage my money,5
Very patient and friendly Josefina.. thanks.,Easy to use portal,5
I was on a pretty long hold but the…,Thank you for your patience,5
Very user friendly.,Courtesy and knowledge,5
Easy and fast,Let me know that I had money I didn't know I had,5
Transfer of benefits,... ... ... ...,5
Pretty user friendly so far!!,He was very helpful,4
Most efficient and professional,Everything was easy and fast,5
thanks for all the help,Amazing staff and amazing customer services,5
quick and easy,Thank you Tamika!,5
Withdrawal,Excellent service and information provided,5
Good attentive customer service.,"Very helpful, easy to follow directions",5
Very knowledgeable and pleasant.,They did a great job.,5
Millennium Trust Website User Experience,Very professional service,5
Solved all my issues,I DEFINITELY HAD A GREAT EXPERIENCE,5
Great App,Slow. Wish things moved along quicker,4
Great experience over the years and…,I overall had a good experience,5
Easy to navigate website.,Reviewing my IRA,5
My Review,Great customer service!,5
Benefits,The customer service was great,5
Courtesy,Very easy to work with,4
Let me know that I had money I didn't…,none Thank you.......,5
Very easy and straightforward process.,Very helpful,5
... ... ...,Very helpful and easy. Both online and phone experience.  Website was easy to use,3
Great service,The customer service representative was amazing. The automated system was not able to help me with what I needed. But the customer service representative what above and beyond was very friendly and cheerful highly recommend the services.,5
Transfer,Everything was explained to be and I was helped thank you so much,4
This was so simple and easy!,"My experience was excellent.  Professional but also caring Thank-you, for all the help and consideration given.  C D Ellis",5
fast and friendly.,Thank you for the help me handle my business without a problem.,5
Amazing staff and amazing customer…,"Friendly, efficient and helpful",5
Everything was easy to do.,I have had to fill out the forms multiple times.Difficult to reach a real person.  Real person tells you you have to fill out the forms.I just want access to my account!**Update**. Pauline from customer service did reach out to me and apologized for the poor service.  She offered to help me out with any concerns.,5
Call me!!!!,Call was quick and questions were answered.,5
Friendly quick easy resolution,Im getting my funds transferred to my bank account and I got help from the customer service representative.,5
Excellent service and information…,"We transferred an IRA from Millennium to another provider. The experience was complicated and non-intuitive, and took 3 weeks from the date that the other provider submitted the transfer paperwork directly to Millennium. The other provider does not charge any of the fees that Millennium charges, including annual account maintenance (even if funds remain uninvested in a money market acct) and transfer related fees. The website was not very intuitive, especially when the transfer already occurred, there was no notification about this of any kind, online or via email (we had to call to confirm transfer status). The website kept looping to same page with no explanation why account access was not possible. The tier 1 customer support via phone was repeatedly rude. She did not allow asking clarifying questions, and instead transferred us with no explanation, putting on a 10 minute hold. Tier 2 customer support was a different story, knowledgeable and courteous. Terrible training and low standards for Tier 1 are a show stopper. Unfortunately, as a result of these experiences, Millennium falls far short of competition and I will never again use or recommend them. Much room for improvement.",5
The rep was very helpful.,I love the direct deposit option as many companies make it difficult to distribute from accounts. Definitely want to use this company in the future. Plus customer service representative was extremely helpful.,5
Very helpful,I was looking to gather more information on what is needed to procur a distribution. The agent was really helpful and patient. Thanks,5
Great customer service!,I only had to speak with one person and they were able to handle my request. Everything was resolved with hours of my request. Thank you guys!,5
My 401 k and found it at your company,"Easy to use system. I didn't even know that an account had been transferred, but they tracked me down and made sure I had the information that I needed to take care of everything. I appreciate that!",5
Good job,Lady that spoke with me was very rude. She said she couldn’t hear me so I looked at my phone to make sure I wasn’t on speaker an when I put the phone back to my ear an said I don’t know why she said well you must of done something cause I can hear you fine now with an attitude. I literally pulled the phone away from my head an looked at my phone an put the phone back to my head. I don’t appreciate the attitude an being called a lier.,5
Very Professional Service,"The experience was good, my company rolled over my 401k to Millennium Trust without me knowing, it was very easy to request a withdrawal and close the account. Thanks",5
IT WAS DEFINITELY A GOOD EXPERIENCE,"The 2 customer agents I spoke to were very helpful and I can tell their focus is on customer service making it a smooth process to explain thing, it seems like they genuinely want to help. Specially Andre Pacheco he was helpful and made sure he stayed on the phone with me until I was able to log into my online portal.",4
5 Star customer service,Site is hard to navigate and not user friendly,5
Slow,"Can't wait to never do business with these thieves again.  To be fair, if you love fees and terrible customer service you are going to have a great time interacting with them.  Everyone else should run away fast.",3
Fast and effective,"I did not like that I was rolled over to this company from my old one, and the maintenance fee and closing account fee is just another way to rob people of their own money",5
Good experience,Representative was quick to answer.  Courteous and friendly.  She took the time with me.,5
Super quick and easy,"Very easy, informative.",5
Were very useful once I called in.,"I was stuck with them when my account was transferred without my knowledge from TIAA. Millenium had no record of me for weeks, even though the money was transferred electronically. Finally, after about 3 weeks and many pointless phone calls, they informed me that they found the transfer, but were missing some information, so were waiting on TIAA to get that to them. Finally, after a month, I was able to open an account. Had to pay a $35 fee for starters, which sucked. Then trades cost $8/each. I haven't paid for a stock trade in years! So that sucks. First stock purchase went through, but got an error message on second one. Something like ""could not execute trade. Ambiguous something..."" So I tried to trade again. Same error. I tried a third time, and only then, after more poking around, did I realize that hey... the trades had gone through. Dang. So multiple of the same trade at $8/pop. Ridiculous. Oh well, I figured I'd eat it. Next disappointment came the following day, when I tried to set up dividend reinvestment. Couldn't find any way to do that on the website. So I called in, and after some checking with others, the agent informed me that they don't do dividend reinvestment for stocks or ETF's, just for mutual funds. What garbage! So I'd need to manually come in every month and make a purchase (with a big trading fee!). Forget that. I decided to switch this Roth IRA over to Fidelity, which doesn't have crazy excess fees, doesn't lose my money for a month, actually does dividend reinvestment (DRIP) easily right on their webpage, etc, etc, etc. A far superior company. Every other brokerage I've used (TIAA, Transunion, Sofi, Etrade, etc, ) are all VASTLY better than Millenium Trust in every way I can imagine. I'll be happy when my Roth is out of Millennium's control, and I can stop the bleeding. Goodbye and good riddance!!!",5
My review,It was a pleasure,4
Customer Service,Stephanie was incredibly helpful in guiding me through the self-directed IRA account opening process and the process to deposit a rollover check into that account as well as move a Millennium-custodied rollover IRA into the newly created self-directed IRA account. Complicated stuff made simple!,5
Excellent trust co,"The Rep was very helpful, patient and pleasant to chat with.",5
Great service,"the customer service was great , agent didn't give me hard time and help me what I need in a short phone call.",5
Awesome,I spoke with 2 representatives this afternoon and they were both amazing! Unfortunately I don't recall their names but I have talked about my experience with them twice already today. They both helped me with such ease and my call was completed successfully. I totally appreciate their customer service they provided today because I was not looking forward to everything I had to do today to update things.,5
Easy process,I moved my funds to my bank account and it was very easy.,5
It was a good one.,So far ok. Waiting on welcome email to get access to my account,5
Great experience,"The representative I worked with was very helpful and professional.  She stayed on the phone with me while I completed the process of verifying my account.  I had questions during the process and she was right there, no matter how long it took, to help me.",5
Excellent service,Was easily able to gain access to my account.,5
You guys did wonderful,My advisor was very patient with me as I accessed my account and was very helpful in me doing so.,5
none,the online verification process is subpar to say the least ..it has some issues with safari users according to the rep I spoke to. Fidelity on the other hand handle the same thing in less than 3 minutes for a rollover. I'll be waiting for an email to confirm my login verification..,3
Very helpful!,good job thank you,5
Thanks so much,Lack of hands on help. My old employer I haven't work for in a year and a half out of nowhere sends more money after I already had closed the account and instead of it goin to my bank account I have to do all these extra steps and get charged all the fees once again for a low amount the old employer sent.,5
Nice,Awesome Service. Quick and easy. Love this company.,5
Very helpful and easy,Excellent customer experience.  Agent was pleasant and used my name multiple times to thank me.  Fielded several questions and provided detailed answers after some light hold time for look-ups and to ensure answers were accurate.  Followed up with a form that was sent while I was still on the call to ensure I had received it.  Excellent and efficient call overall.,5
Amazing customer service,"The representative was willing to assist on two questions, solved in less than 5 mins, pleasant phone attitude and I hung up my phone informed and feeling i knew what i was finally doing",5
Everything was explained to be and I…,Great communication great service friendly and got the job done and straight to the point,5
My experience was excellent,Pleasant agent who made the process painless and easy.,5
Thank you,Website was easy to navigate,5
Experience,My experience was excellent. Thank you for assisting me.,5
This company has terrible customer service!,The process of withdrawing funds was easy to understand and the deposit into my bank account was within two days.  Thank you!,4
Call,They reached out to me after my review and they were able to take care of my concerns. This company actually cares!!.,5
Very fast and easy,I had a good experience the agent I work with was so helpful guiding me through the process.,5
Helpful information,Veronica from Alabama is the one who answered my call. I asked her if how long will it take to process my account withdrawal and she said it will take 5-10 business days. I also asked her if I needed more documents and she said the company will contact me if ever. She is really helpful and jolly throughout the entire conversation.,5
I love the direct deposit option as…,Glad they were able to help so I can take my 401k,5
DISTRIBUTION QUESTIONS,The rep from Millennium Trust was very helpful in answering my questions.,5
Easy and super Fast,Other than accessing my account the service was very fast.,5
Easy to use system,"Millennium Trust accepted money from my 401k in error, I wanted T. Rowe Price to send it directly to me. But, I had to go through Millennium trust to get it back. I then had to pay a fee to get my own money back and close an account that I never consented to opening.",5
Lady that spoke with me was very rude,Marcus help me a lot for my distribution on my Ira he did a good excellent job helping me online. Thank you so much Marcus Godbless,5
The experience was good,Very Easy To Communicate. Didn't Have To Wait For A Agent For More Then a Minute For Help On My Question.,5
Great Customer Service,"I received email asking me to call at a number. I called, they collected all my private data, ssn, previous address, date of birth. Then transferred me to a guy in India who said I need to update my online account. I feel I was scammed - they do have my recent address, I receive ads in my paper mail from them. Interaction made me very worried.",5
Super quick and easy to use .,Excellent rep and very easy. Thank you so much.,5
Representative was quick to answer,excellent customer service,5
THEY WAS VERY HELPFULL,LIam LaRoche and Patrick were great to work with!  Liam made it very easy to understand and walked me through the process of moving my funds.  He was personable and helpful.  Make sure he knows I appreciated him!!,5
Wonderful service.,The Millennium Trust representative was extremely helpful and knowledgeable.,5
Transferring funds over,I downloaded the item they needed for withdrawal and it said I didn't.  Now I can't seem to contact anyone to help out,4
Incredibly helpful customer service on a complex problem,"I was checking the status of a distribution and the Representative was helpful, patient, and kind. She was very professional with her assistance.",5
The Rep was very helpful,Great customer service!,5
the customer service was great,I think her name was Kate any who she was extremely helpful.,5
I spoke with 2 representatives this…,It was quick and simple,5
IRA withdraw,Needed assistance getting a copy of my statement. I was not able to retrieve on line.Tom was very helpful.,5
Good,I needed to ask a couple of questions about getting a distribution.,3
Prompt service,Representative was very helpful with providing guidance for the online procedure.,5
The representative I worked with was…,"Called because my employer rolled over my 401k to Millennium.  I was informed that I had to do everything online that she couldn’t even assist with a withdrawal.  Now I am dealing with a continuous circle.  The online verification process says my email is verified but when I try to login it keeps taking me back saying I need to enter the verification number.  Not an enjoyable experience.  This started 10/7 then I worked on it again 10/10.  I was also informed I could login on my phone but it states in the email that a laptop or desktop is preferable.  This is not compatible with phone at all, a laptop or desktop should be used.",5
Was easily able to gain access to my…,David was very polite and helpful.  Was able to assist in a timely manner and assisted with my questions.,5
My advisor was very patient with me as…,I totally forgot the young man name but he has excellent customer service & very detailed!!! Thank you,5
grate,Very easy to use. Incredibly fast results.,5
Awesome Service,Great company to work with.,5
Great service from Tim.,When I called today they told what to do when I go to the website. I had to call again because I needed help when I got to the website.,5
12 month Account check-up,"I had questions about my account and got the answers I needed and the person was very helpful, Celina was her name.",5
Short sweet and informative,The agent was very polite and give all informations I have need. She was helpful.,5
Great communication great service…,"I needed to get a disbursement and was having trouble accessing my account online, so I called. The lady that assisted me was courteous and knowledgeable as to what forms i needed. She sent them via email, and I was able to get my questions answered by her in a timely manner.  Thank you.",5
Excellent customer service,I have used Millennium Trust as custodian for my self-directed IRAs (Traditional and Roth) for the last 7 years.  They have efficiently handled dozens of commercial real estate transactions and have always been there to provide any assistance I required.  I have never had a negative experience with them.  I would certainly recommend their services to anyone who wishes to invest IRA funds in non-traditional assets.,5
Pleasant agent who made the process…,Representative per our conversation was great...very helpful.,5
Retirement,The associate was excellent and cordial. Very helpful and patient.,5
My experience was excellent,"Easy access, helpful staff and downloading information was quick and to the point. Thank you.",5
Good,Easily used format for quick business moves.,5
The process was fast and easy,The associate did a wonderful job in guiding me through the whole process,5
Overall great experience,I have been trying to get my distribution forever. I didn’t realize it wasn’t a IRA. The representative assisted me very patiently. She waited til I filled out the paperwork. And got a response. Honestly this was the highlight of my day.,5
They really care!,"My 401a was transferred to your company without my knowledge or consent. You chose to ""welcome"" me to your company by using an home address from an employer who I stopped working for 8 years ago. You took $60 in fees without my consent. In order to get my funds transferred back to my fidelity portfolio I need a statement - which are produced only annually?!",5
I had a good experience the agent I…,Excellent experience definitely will be opening other account with my other job.,5
Status of my Account Withdrawal,Account was transferred over to them. No notification that they are the account holder from prior 401k. Then get a charge of $25 for them having my money. Then to close the account is another charge by them.,5
Assistance with disbursement,Marilyn was very helpful in ensuring I got all the assistance i needed.,5
Good experience,"I had a wonderful experience! The representative who helped me was friendly and efficient!! Thank-you,Angie Kirk",5
The rep from Millennium Trust was very…,It was easy to process the info I requested,5
Other than accessing my account the…,It was a very easy process,5
Excellent,"I never received confirmation emails so I had to continuously call to know if my money was received, my account was setup, etc.  Your fees are too high. I already setup a transfer to vanguard and I can’t get my money out of your organization fast enough.  AND you are making that process painfully slow too.  Basically, your organization sucks!",5
Very Easy To Communicate,"My company from years ago transferred my 401k money to Millennium. My experience finding it, setting up an account and withdrawing it was fast and easy. I’m hopefully buying. New home soon and this money will help me get closer to closing out the sale.",5
Transfer of funds,"Fast, easy, and straightforward process.",5
Good communication,"Easy to use, quick, user friendly and mobile devices work seamlessly",5
Very well thank you,Great service. The representative was excellent. I informed her of her great service because so often today service is poor.,5
Excellent rep and very easy,Quick did it on Saturday morning and 30 mins later already had my 401k deposited in account,5
Your site was easy to navigate I need…,Very pleased with the help in moving a forgotten about account.,5
Customer service,"I wasn’t aware that trsnsamerica transferred my acct to millennium and as of now I am out of work and need this to help pay bills, the lady that helped me today was very patient with me while I was on the phone",5
LIam and Patrick were great to work…,"Bad service and your fees are WAY too high. You don’t do anything, why am I paying you?",5
The Millennium Trust representative was very helpful!,Everything was excellent,5
"Professional, expedited and modern",The lady that helped me was absolutely amazing and made everything so simple,5
I downloaded the item they needed for…,Awesome customer for sure. I’m very grateful and my issue was resolved.,4
I was checking the status of a…,"Amazing, efficient, and detailed service",5
Satisfied client,Millennium trust provided great customer service that he answered all of my questions and concerns and made sure everything was good to go thank you,5
I think her name was Kate any who she…,"Overall great service, the only thing is sometimes it would glitch out and I’d have to resubmit a request, but it was an easy fix.",5
It was nice and simple and easy,Not helpful. Wasted my time. Told me what I provided was all wrong etc. Called back and spoke to a manager and found out what I needed to. This girl needs more training.,5
Great,"By local standards it wasn't a lot of money, a retirement fund from the YMCA, part time work in childcare. Also i am appallingly inept w/tech. A super nice helpful guy in Las Vegas Andre helped me initiate back in Sept. There was a brief delay over one omission. Then i was very dismayed when it seemed your company blocked my number. But only 3 days later it was resolved. Thank you so much",5
Needed current statement,the person I spoke to was very helpful with my question. I didn't have to wait long to speak to a real person.,5
I needed to ask a couple of questions…,"Your representative, Ulonda, was clear, concise, and helpful with details I wasn't able to secure from Fidelity.  Thank her for me.  Bob Connor",5
Representative was very helpful with…,I can not get my distribution with out a check or deposit slip and I don’t use checks or physical deposits so I can’t get my distribution. I think that is so dam stupid no one uses checks anymore or physical deposit slips it’s all done electronically. So what do I do? Get with the times!,5
David was very polite and helpful,Talking to a representative was wonderful but still waiting for my direct deposit this waiting is not good not good at all ugh,5
Excellent customer service,"Difficult to find the Distribution pages to request a check.  Not at all intuitive to find, took multiple returns to the site.  Needed live chat would have solved quickly",5
Highly recommend Millennium Trust,"Quick, convenient & user friendly website",5
Financial success,"It's extremely hard to move funds out of Millenium. I got charged $25 for account closure. My account was moved to Millenium by my previous employer. I should have opted against it.Update: Millennium customer rep reached out and tried to help me with the situation. Eventually, I was able to get it resolved. Millennium doesn't support ACAT so I had to jump a few hoops to make this transfer happen.",5
The company is pretty straight forward…,No help resetting password,4
Great company to work with,Help me through the application to cash in my 401k was very respectful and helpful thank you,5
Customer Rep was helpful and patient,Not very helpful was told to do everything on line… called to check the status and asked for it to be rushed and still no updates… the online system doesn’t give you much information,5
They were helpful when I called,I think the website can be a little more easier to navigate...Just my opinion but my experience with the representative was excellent,4
Questions and Answers,"Customer service was excellent.  Jackie was professional, very helpful, answered all my questions, response time was extremely fast.  Thank you for your help and support.",5
The agent was very polite and give all…,They where really helpful,5
Disbursements,They help me with my 401k and  take  money out of my account,5
Great Service,Excellent customer service. Very polite and helpful.,5
Great assistance...no problems.,Fast and efficient,5
Excellent,Great customer service and fast process,5
Easy access,I don’t remember her name but the customer service rep from Illinois was so nice and helpful! She literally stayed on the phone with me as I completed the steps online for something,5
Trusted,"The people and the service were great. They went out of their way to take care of me and I appreciate it. The problem is that overall my experience is quite negative because .. FEES! so many and so much. I never wanted this account to begin with and it's stupid to try and do business with this company long term. So many better options out there. They get two stars overall since they did have great service. But I'd prefer to never hear from them again.Update: They called me back because I gave them 2 stars and waived about half of what they had charged me in fees. I probably still wouldn't do business with them, but they did really help their credibility with me.",5
Dedicated and caring,"While it took a bit of time initially and it was a bit difficult to provide the required information, when I went back to the website after a vacation, you had apparently received all that you needed, and I was able to request the 401(k) account be closed and the funds sent to me.  I literally received them via ACH in minutes. Awesome!",5
Distribution,Every time I need something everyone is always helpful,5
I was happy with the service,She was vey professional,4
Loved,This was the quickest in and out job for me to date!,5
Good Customer service,"My experience with millennium Trust has been very great, they were very quick and efficient and I did everything without any type of hassle. They’re response and feedback were very diligent.",5
Angela Kirk,First Lady wasn't too helpful but the second time I called the gentleman was very much helpful for me.,5
Celina was excellent,"I want to thank Ms. Veronica for her due diligence providing me the proper information and walking me through the set up account process. When we had some technical issues with locating the proper email to my account, Ms. Veronica sprang into action to get the correct information for my concern. She is professional, knowledgable on all service Millennium Trust has to offer, and patient with the client.",5
It was easy to process the info I…,Great job. She was very pleasant,5
Cash out IRA,Luis was very helpful he stayed on the phone with me help me get through some of the trip ups I didn’t understand very professional,5
