Title,reviews,stars
Still unable to log in,Still unable to log in into my online account.New Number,1
I’ve been forced into a manager account situation that…,I’ve been forced into a situation that I do not even want to ask for my money to be dispersed from the interlinc and I’m going through this and paying fees I don’t want to pay so I have no good experience and I’m still waiting you’re holding me hostage there’s got to be a log is this type of behavior this is ridiculous,1
P.O. Box or fedex,"When I requested a prepaid card, it stated it would not be mailed to a P.O. Box and it would be sent fedex. So I entered my physical address. I don’t get usps mail sent to my house. But the customer service representative stated my card is mailed by usps not fedex. So my card will be sent back to the company and then I was told I’d be charge an additional fee for new card. So frustrating.",1
"Yes, they answer the phone, but that's not helpful","I spent an hour on the phone, winding through the interminable maze of things necessary to get my rollover funds dispersed to my financial advisor, specifically making sure they issued the check correctly. Of course that did not happen. Now I'm trying to fix it, and they are apparently unable to do what we need. And they keep pointing out what I supposedly did not do correctly, despite the fact that it was their representative on the phone working with us to issue the check. Frustrated does not begin to cover it. I will probably take the tax hit and deposit the check rather than continue to work with these useless people.",1
You took all my money…,You took all my money with the ridiculous fees you charge. I had no idea my money transferred to millennium because it used to be in mass mutual. By the time I got a hold of it my account was drained. I’ll be telling every soul never to go near this company.,1
I’ve had more pleasant experiences at…,I’ve had more pleasant experiences at the DMV than I’ve had here. I’ve been trying to remove my money from their fee happy hands for over 5 years. They take every possible step to ensure that they can continue to drain fees from my account. I swear this is the only reason they’re still in business. I would rather have a root canal on a roller coaster than ever deal with this company again. I’m also pretty sure they’ll find a way to charge me a fee for writing this review. Also notice they don’t respond to negative reviews. They only respond to positive ones. That should tell you everything you need to know about a company right there.,1
This has been a very frustrating…,"This has been a very frustrating process. Nearly impossible to navigate when having multiple accounts and trying to withdrawal money. I have been trying since the 1st of September to initiate an online account and take out the money. Yesterday I tried to speak with a customer service rep and he was clearly working from home. Dogs barking, children screaming. I think they make it very difficult to set up an account and remove your money so they can keep pulling out fees and charges.",1
I didn’t ask to be in here this is a…,I didn’t ask to be in here this is a place that wants to take funds not grow and they want to profit,1
My money was sent to Millennium Trust…,"My money was sent to Millennium Trust from MetLife.   Was never told the money was being sent there.   I call  Millennium Trust and the agent was friendly. She explained that it would be a few days before my money would show in the system.   I looked almost every day to see if my money was in there because I wanted to originally take it from MetLife.   It finally shows up in the Millennium Trust account and to my utter surprise,  they charged me s $35 annual fee on the same day my money finally showed in the system.    Charging me an annual fee when my money just went over!!!   I sent an email and asked for a callback from someone, but only received a call back after I made another call and sent the email.  I was not a happy person.   I called back two days ago and asked to have the fee charge reversed.   Does not show anything about that.   Not happy.   I will never do business with them again.   The agent I spoke to was friendly, no complaints with the two or three people I spoke with.  After doing this review and a few phone calls,  my $35 was returned.  However, they charged me a $10 fee when I requested a disbursement.   So they returned my $35 but charged me a $10 fee in order for me to take my money out so they still made money from me.   At this point, I was just glad to get my funds from them.",2
I’ve never dealt with a custodian that…,"I’ve never dealt with a custodian that makes things so difficult. They do everything to hold on to your money and make you jump through excessive hoops to get it transferred. In my last dealing with one of their reps the person either hung up or we lost connection, either way is not good.",1
an easier way to acquire their money,im still having trouble getting my money,1
Company is pretty easy to transfer out…,Company is pretty easy to transfer out but expensive to use. My old employer started using Millennium Trust for their 403b and there’s a monthly fee to use and a $25 fee to transfer to a different company.,2
Not helpful,Not helpful. Wasted my time. Told me what I provided was all wrong etc. Called back and spoke to a manager and found out what I needed to. This girl needs more training.,1
I’ve been unable to log in to my…,I’ve been unable to log in to my account. My company closed the IRA they were putting in to and my account got transferred to Millennium. I couldn’t figure out why I could not completely log onto my account when I finally called it was because the last letter of my name was left off. I had to send in a copy of my ID it was told it would be fixed the next day. I just called a week later and it was never input it. I had to do the whole process once again. I felt such little care for this as soon as I can login to my account I will be pulling my money from this company and not choosing to continue to use it,2
Employee was not knowledgeable,Employee was not knowledgeable in transferring of funds to another IRA with a different company. Instructions very unclear and vague as if she was trying to avoid the question.,1
I was forced into a roll over to this…,I was forced into a roll over to this company and when I opted to roll over to the company I work for instead they charged me an account opening fee and a closing fee all with in the 7 days that I was notified that the roll over would happen.,1
"Bad communication, not transferring money as requested",I requested for my IRA from my old job to be transferred to my current Financial Advisor months ago. They said they needed the correct address. I gave it to them and heard nothing else. The money still has not been sent to my Financial Advisor. My Financial Advisor tried contacting Millennium Trust and they will not give any information or provide any direction.,1
Very displeased I had to be online for…,Very displeased I had to be online for 15 minutes I had to call at least four times and still yet I have not gotten the things I need to withdraw from you.,1
No Trust,"While I understand that services like yours are technically legal, I can’t begin to understand why. Technically T Rowe price rolled over my 401(k) to millennium trust automatically and without notice. However, the fact that millennium trust traffics in this sort of service, makes me instinctually distrust them.",2
"Comme si comme sa, as they say in Spain","When I was fortunate enough to have the time to break through the labyrinth of automated messages and speak to an actual person, this actual person was quite helpful.As an aside, I note that MTC is still stating ""we are receiving a higher than normal call volume, so you may experience a longer than usual wait"".I experienced this message for nearly a year. At what point does ""higher than normal"" and ""longer than usual"" become ""normal"" and ""usual""?The solution? Hire more people, and/or pay the ones that you hire more money so that they stay. The automated stuff doesn't cut if 98% of the time.The generic, cut and paste response you provided doesn't instill much confidence. If you want to ""make sure we’re providing the best experience possible and the resources you need"", the solution is easy (please see above).",2
I struggled for months to get my…,I struggled for months to get my identity authenticated. It is very hard to get ahold of anyone and reaching anyone online is a joke. I spoke to 3 different people and they all told me completely different reasons as to why my identity was not authenticated yet. The first agent actually told me she didn't know how to help me and to call back in a few days.,1
IRA rollover request,I've been in the process of trying to get the funds from my IRA account rolled over to my new employers retirement account and it has been a nightmare. Millennium trust has emailed me time and time again that I did not submit the forms correctly even after following their instruction via phone and email on how to submit my rollover request. This has been going on for more than a month at this point. I'm not sure if they know what they are doing over there but this is definitely not a company I would work with. BEWARE!,1
I just want to find my money,So many points to identify me for an account that I did not set up.  I gave everything correct.  But I do not have a passphrase so I have to set one up.  The second question to set up the passphase is the last 4 of account #.  If I'm calling to find out about money that was sent to your company without my knowledge how do you expect me to have that info??????,1
I was told that my request for…,"I was told that my request for distribution was all set to go by one agent and then received an email stating that I needed to give them a call and another agent, who was not very friendly, told me that I needed to submit more info. I was expecting to receive my funds this coming Friday 9/23. But instead the process has started over for another 10 days.",1
Your company did not help me one bit,"Your company did not help me one bit, & I know I'll receive a recorded message no doubt. All I'm asking for is guidance, not a recorded message, even though my balance is low, it may not be in the future.Your company does not make it easy to help, despite your claims.Please advise, don't put me on hold for 2.5 hours, then exit the call (hang up), you're probably laughing at my claim, but it's true, all I'm looking for is help.I'm tired of not being listened to.-Liam Beesley",1
Challenge to access account info,I had the most difficult time getting my account access and it should not have been so hard. Because I would not send my personal data and social security info on email this hindered me from getting access in a timely manner. The codes and access to login were also incorrect and I had to call multiple times and spend more time than I have on the line with a lovely customer service rep that kept telling me it was ok to send my personal info to their secure email but having had identify theft that was not ok for me. We finally agreed to a work around where I encrypted my document with a password and someone called me to open the file. But this was just not how business should be done. Very frustrating.,1
not recommend this bank!,I had a difficult time in retrieving my money. Kept getting the tic tok move that no one was willing to help me. Till finally I was able to get my funds and close that account. After trying 3 to 4times for 5 years.in that time lost some funds they charged me every year $60.00 to hold my money there excessive amount plus what they took just to get the little bit of funds left.,2
The Representative was so stuck on…,The Representative was so stuck on “protocol“ that I couldn’t even ask a generic question about whether we could use our form or they had a specific form. He said he had to talk to the owner of the account just to tell me whether they have their own forms ridiculous protocol,1
This has been an extremely frustrating…,"This has been an extremely frustrating company to deal with.  Trying to access 401k funds that were transferred from another company.  It's almost as if there are hoops to be jumped through so that this company can keep others' funds and collect interest while simultaneously charging 'fees'.  They send a six digit code after verifying you, but they supposedly send a second code to an email which never arrives.  No it is not in the junk folder.  May have to get a lawyer involved.",1
Never Again,"First, I haven’t received the direct deposited funds yet and it has been over a week. Second, I can’t even log in with my credentials. Third, I haven’t been able to track the status of the request because I can’t find the place to do it as it was not included in the email.",1
I couldn't even log in,I couldn't even log in. It just kept cycling into the log in page and refreshing without ever logging in.,1
I did all this inputting my info,"I did all this inputting my info. Who knows what happened next, so I called and told them what I did, they said they had my info. And it would take one to two weeks for my request they said it takes 3 weeks,I waited and nothing!! So I looked online at my account and they did not process my request and they did not notify me that it wasn't done and or why, nothing!! Thanks for not doing business with me, just do whatever the he'll that you want, then sure why let me know, in that case.",1
You have failed to find my paperwork,"You have failed to find my paperwork, which may require us to send it again, (for Trust acct)  I have not been able to register my account online.The only bright light in this process is Celine in customer service. She is trying to resolve this.",1
A mostly negative experience,"We transferred an IRA from Millennium to another provider. The experience was complicated and non-intuitive, and took 3 weeks from the date that the other provider submitted the transfer paperwork directly to Millennium. The other provider does not charge any of the fees that Millennium charges, including annual account maintenance (even if funds remain uninvested in a money market acct) and transfer related fees. The website was not very intuitive, especially when the transfer already occurred, there was no notification about this of any kind, online or via email (we had to call to confirm transfer status). The website kept looping to same page with no explanation why account access was not possible. The tier 1 customer support via phone was repeatedly rude. She did not allow asking clarifying questions, and instead transferred us with no explanation, putting on a 10 minute hold. Tier 2 customer support was a different story, knowledgeable and courteous. Terrible training and low standards for Tier 1 are a show stopper. Unfortunately, as a result of these experiences, Millennium falls far short of competition and I will never again use or recommend them. Much room for improvement.",1
I spent 35 minutes on your website…,"I spent 35 minutes on your website yesterday trying to accomplish and easy task, another 20 minutes today and another 30 minutes on the phone with someone from your company still trying to accomplish an easy task. Boy, you people sure don't want to give people their money do you?  Word to the wise, pull your money now before they decide to 'verify' you to death in an attempt to just keep your money.",1
I have been on the phone with Milennium…,"I have been on the phone with Milennium Trust Company several times over the past few months (since July 26, 2022) in regard to 2 IRA balances that were transferred from Capital One, since Capital One decided to no longer handle IRA accounts. I have yet to see my money transferred to my current bank, where I requested it be transferred to. All required paperwork was completed and submitted and this was verified by my bank. I am currrently in the process of seeking legal guidance on this matter so that an attorney can communicate directly with Millenium Trust Company.",1
Not easy,"This has been the most difficult process I've experienced in a while. The site is not user friendly, I'm very frustrated.",1
Website is sooooooo aggravating when…,"Website is sooooooo aggravating when you click the ""submit forms later"" for a voided check. Literally have to jump through hoops on the website to try and find how to submit a voided check late. Will not want to deal with this company again.",1
Horrible company!,"I wish I caught my ira from previous employment before it rolled to this company. Terrible service from millennium. I will forever stay with and trust fidelity and always used them for my ira investments due to their speedy responsiveness, great service and SAME DAY transfers, always hassle free with them. I called  Millennium to get my money faster to close on my house on a Wednesday, told by representative I would get a call back from a supervisor, never got that call, had to check in again friday and no luck. Had to wait until Monday to get my money and close late on my home! Glad to have closed my account and will catch my roll overs before they ever get transferred to this company again. Horrible service members. Even worse supervisors. All around terrible experience.",1
My experience today on September 21st…,My experience today on September 21st 2022 was not a good experience. My customer service rep Mina from Chicago was excellent and very patient with me. My experience with trying to cash out of my retirement funds was time consuming and unaccomplished. Although I complete one of my retirement accounts the IRA Roth I still have to send a photo of my check stub in order to get my money. I could not get money out of the 401 k today because I can only do one account at the time. So I have to do it all over again tomorrow.It has to be a better way to get your funds without going through this long process. On top of that you still have to wait about 2 weeks to get your funds.,1
While the employees I spoke with are…,"While the employees I spoke with are very pleasant, overall, there is a lack of fundamental communication with their clients, and very generalized information on email confirmations, with little to no details on the next steps after you’ve submitted a withdrawal request. Compared to other Trust companies I’ve worked with, this is by far the longest it has taken to have a disbursement distributed to my account - currently going on 10+ business days now. Again, the people were nice, but I will use a different Trust company in the future with more efficient logistics and personalized communication.",2
Their website is very difficult to…,Their website is very difficult to navigate and logging into my account has required a phone call every time in order to gain access. This has been true for the last two years. I am now trying to close out my account with them.,1
Horrible,"Horrible, horrible, horrible. Had my funds sent here by a previous employer and it has been MONTHS and I'm still unable to get my money away from them and onto my current employer's plan. Online ""customer service"" will send you in circles, insisting you didn't submit forms you absolutely did. Template answers only, no real humans to be found. They very transparently work to prevent you being able to get your money away from them (and will steal your money the second they have it in ""fees"" to open the account you never asked for, and fees to close it if/when you ever manage to get your money back). How this place hasn't been shut down as the scam it is is beyond me.",1
Representative was rude,"Representative was rude, unclear and not helpful.",2
Online application is too difficult for…,Online application is too difficult for those that have limited experience in using a computer.  Wasn't able to attach a picture as requested.  Best is to just send in by mail,2
I never approved transfer,I never approved transfer.  Over 13 months after i left rite aid. So i have huge legal suit.  Both rite aid and this site horrid. They refuse to talk to you. Want you to go online. I told them both no. Illegal. They still fight me in person. Hide behind internet.,1
Cannot access my account and have…,Cannot access my account and have filled out additional forms to verify my identity and will accept changes to my contact info for 2 factor authentication. Been almost 2 weeks since sending in my info for ID verification,1
The lady I had on the phone,"The lady I had on the phone, not sure of her name, was not friendly and was not very helpful at all. I was trying to see why paperwork was not processed to get my IRA rolled over with another company and she was less than desirable on the phone.",1
trying to get into my old account,trying to get into my old account. not getting the email to reset password. i would like to know if i still have money in this account,1
The endless run around d,"I have tried to setup my retirement account info on line 3 times, Talked with customer service 3 times to get help. Nothing has been accomplished in fixing the issues. All I would like to do is access my account. I do not recommend any financial services from this company.Update: This company's incompetence continues! After finally getting access to my account and requesting a full distribution. The process is like pulling teeth with no novacan! You will talk to endless representatives and they will tell you all is good. Than when it's near the time to reicieve your money, they will say something is missing. And its another 10 days and another. PEOPLE DO NOT INVEST WITH THIS COMPANY!!!!!!! If I could.give them a negative 10 I would!!",1
This site is not easy to navigate,This site is not easy to navigate. I'm not a tech person so it was hard to use.,1
-2/10 experience,the rep was insanely condescending and overwhelmed me immediately. they weren’t empathetic and understanding AT ALL. flooded me with information which ended up not being very helpful.,1
Still no money,"This is really getting ridiculous, I was told it would take 1 to 2 business days for my distribution to be deposited. I called after 2 days and was told it would take up to 5 business days. I called after 5 and was then told 8 business days, I sent an email and then they told me 10 business days! I can't find any information on when exactly I'm going to get my money because nobody knows apparently.",1
nothing but a nightmare,my former company sold our plan to this company before it was TIAA. ive been trying to close this account and they will not let me. they are asking for information i already submitted ive spoken to reps that say there waiting on this i send it and nothing ive been waiting almost 3 weeks for a link to the investment platform and nothing. read the reviews on the BBB they are horrible just like this company,1
auto rollover from company 401k charged…,auto rollover from company 401k charged a years fee on top of previous company fee for just holding the money. Converted everything to cash ignoring previous investment picks. Randomly denied transfer to m1 finance when trying to move off their service.,1
I have a 401k with you and cannot get anyone on the phone. All online goes anywhere either . I've spent hours already,I have a 401k with you and can't get anyone on the phone. I tried all the automated online paths and they lead nowhere . I've spent countless hours . I will be taking legal action if you refuse to give me an option to retrieve my financials from your company,1
Can’t log into my account it keeps…,Can’t log into my account it keeps saying that I need to verify my email and I don’t receive any code to enter to verify my account and then it says that email has been verified then I restart to log in and it keeps saying to enter code,1
The rep I talked to was rude first off…,The rep I talked to was rude first off and wasnt listening to my questions. Just kept referring me to the website. Constantly talked over me. This company charges for everything. Good riddens.,1
Frustrating experience,The lady that helped me had no patience & was getting mad whenever I asked additional questions or for her to repeat herself.  Honestly it was so frustrating I wanted to cry.,1
This company received my account which…,This company received my account which I did not have access to for me to roll over for 12 years and now reach out to me after taking the majority of what was there not only that I get hit with double fees just for trying to withdraw the little that’s left sad 😢 scamming at iIt’s best,1
Was forced to use your services,Was forced to use your services.  Your agents refuse to assist customers. Just force me to go back online.  Why cant agents process my request. Horrible company. Cant wait to cash out and put you in my rear mirror.,1
It seems okay online but I was and am…,"It seems okay online but I was and am clueless as to withdrawing my funds. It would be nice to be able to talk to someone to see the status of my account and if I went through the process correctly, but that seems to be another process itself. Better 1 on 1 customer service.",2
The representative I spoke with was not…,The representative I spoke with was not helpful at all I would ask her a question and she would answer it with a question then finally she told me what I asked but she was very rude,1
Terrible experience,Worst company to go through they gave me different information every time I called they just kept sending me in circles and customer service is very rude and unprofessional,1
I have had to fill out the 'IRA Form' 4…,I have had to fill out the 'IRA Form' 4 times and still do not have access to my account on line. I do not understand why this process is so long.,1
My account from my previous employer…,My account from my previous employer was moved here with out my knowledge and within a month of finding my account and starting the process to receive my money from the account half of it had already been sold off and lost.  Closed my account and recovered what still remained.,1
Terrible company,Not user friendly n reply was not at all helpful,1
Took over a month to access my account,"I had a 401k switch to Millenium Trust with no notification. I had to hunt down the account holder and was given the wrong info twice. I found the money and registered as a client. The website didnt work to upload photos to verify identity. Had to email them, then it took two more weeks to hear from them that i had access to my account. I made numerous calls to try to navigate the website. Everyone i spoke with had to solve a different problem. They told me it was fixed, but got off the phone and an email said it would be three more business days to get into my account. Very frustrating!",1
Bad customer service,"I was told when withdrawing my ira, it would take 1 to 2 business days to direct deposit.  Yesterday, was the 5th business day and still.....nothing. I can't get any response when inquiring about my tracking number other than if there is a problem I will be contacted.",1
I had a 401k switch to Millenium Trust…,"I have tried numerous times to access my Millennium account online. I set a password, they send a code, then ask for a phone number. The text to my phone always says ""access unavailable for this user"". Perhaps that is because I only have a simple TracFone. When I contact the company by telephone, they say they have reset everything and I will have access.  NO, apparently not. They have asked if perhaps one of my daughters might help with this, but if I use another person's phone, then that number is on permanent record as the contact. Surely i am not the only person without a smart phone, so I have a hard time believing that there is not another way to accomplish setting up access to my account. Very discouraging!",1
I was told when withdrawing my ira,I asked you to give me the information on how to rollover my old 401K to my new company and you said you would email me in 1-2 business days. No response on my accounts. This is the extent of my experience.,1
online account access,Unable to register on the website. I have no idea what money I have available because I have been trying to register for two days and get an error message every time. Now I’m scared this company isn’t legit and I’ve put my info out there.,1
I asked you to give me the information…,"We keep getting the run around regarding an ABA letter. It isn't our job to confirm the account information, just to send you the ABA confirmation letter.",1
Unable to register on the website,Takes along time for everything to get reviewed. Just trying to clear out my account and it’s been a month and I’m still not verified.,1
We keep getting the run around…,The representative I spoke to was nice but there was nothing she could do to help me. She sent a note to technical support a week ago. I still have not heard back from anyone.,1
Takes along time for everything to get…,Horrible customer service would never recommend,1
The representative I spoke to was nice…,"you never called me back or emailed me with the solution to my log in problem, I still have no access to my account",1
Horrible customer service would never…,"I had to call multiple times to have my funds transferred. In addition, each representative constantly told me a different paperwork that is needed including the supervisor. I will not recommend this company.",1
you never called me back or emailed me…,Millennium Trust misspelled the names of my beneficiaries.   I contacted them a week ago but haven’t received and update by mail or email.,1
I had to call multiple times to have my…,"Bad service and your fees are WAY too high. You don’t do anything, why am I paying you?",1
Millennium Trust misspelled the names…,If you want a company that charge ridiculous fees you never agreed to and not invest your money then this is the company for you.,1
Bad service and your fees are WAY too…,"Closed the account over a week ago, and still have not received the funds.  Understand this takes time, but no communication and no action.",1
If you want a company that charge…,I did not ask for my funds to be submitted to your company and you are keeping them from me you are thieves and horrible people atrocious company!,1
Closed the account over a week ago,"I think the fact you ask people to leave out offensive words tells you exactly what it is like dealing with you. If there were negative stars, I would leave them. Your charges are ridiculous.",1
Horrible,Horrible phone training. Talked over me. No empathy. Did not listened and I'm concerned she'll share my personal information,1
Curse words,I would never refer Millennium Trust to ANYONE. It’s Horrible. They put you through hoops to give you your money. And customer service is horrible.,1
Horrible phone training,"Attempted to close account through distribution, website was frustrating as I couldn't continue my request with the tracking number it gave. After re-requesting I had to prove my bank account was mine by supplying a voided check.  So I reached into my check book and....oh wait it's 2022 nobody has a checkbook.  I got what I now know is called a starter check from my bank, it was not accepted as my name was written not printed. However I was not notified that my starter check was not sufficient after 5 days, I called the help line and was told it wasn't sufficient proof. The gentleman said a direct deposit form would work just fine. Would've been nice for the website to mention ANY OF THIS. So here I am, one week into the process, no confirmation email or anything and I have to wait potentially 10 business days to receive my distribution. Thanks millenium trust for making me jump through frustrating hoops with little to no info as to where we are in the process just to get, MY MONEY. Never again.",1
Horrible...,"Gloria was very disrespectful by not letting me speak or explain my situation and demand social security, when she insisted  that she could not wait so long in  the line, I let her know that my husband was working and that I only needed his authorization, already a Once he answered the phone, he asked for a moment to look at a photo since he does not have it memorized his social, she insisted and insisted to the point that my husband said that she was behaving in a very bad way, not letting him speak. I told her that the Spanish line took a long time and if we could speak Spanish, she answered I can't speak Spanish to you, because you chose the English option, when she said she does speak Spanish, this had never happened to me… this is very unprofessional, rude to the point of arguing with me, and have to raise my voice and hang up at her .",1
I would never refer Millennium Trust to…,I am a little mad that I am being charge to close my account that I didn't choose to have with your company.,2
Attempted distribution and closing of account…,"One of my retirement accounts was rolled over to Millennium Trust by mistake.  I filled out forms with my brokerage agency to request that the account be returned to my broker.  They sent all the documentation to Millennium Trust at the beginning of August, along with a follow-up letter in mid-August.  As of the end of August, Millennium Trust has no record of receiving the paperwork, and nothing has happened.  They clearly have serious problems with the handling of documents received by paper mail.  And . . . Even since that time, more documents have been mailed to the *correct* address, a fax has been sent to the correct number (I saw the confirmation), and Millennium Trust still has no record of anything.  I called customer support, but all they tell me is that they haven't received anything.  This whole thing sounds really suspicious to me.",1
Gloria was very disrespectful by not…,the woman on the phone was very nice but zero help now i have to wait 24 hours to log back in?! I only logged in ONCE!,1
I am a little mad that I am being…,You do not get the same information from consultants and it’s frustrating. I only have the account with the company due to it being transferred,2
Clear Incompetence with Correspondence,I’m one hundred percent dissatisfied. I’ve been waiting weeks for my identity to be verified so I can get my money and have not heard one response.,1
the woman on the phone was very nice…,It’s hard to get in touch with a real person when you need help. It’s mostly automated. The process for closing things out are slow.,1
Different information from different consultants,Took us several day and try’s and phone calls just to get a form to rollover to another IRA. Waiting times on phone we’re horrible!,1
I’m one hundred percent dissatisfied,"My previous employer transferred my 401K to this company. I wanted to consolidate my 401K accounts by moving my money from this account to my new 401K fund. Their process is so cumbersome and they are not willing to assist you at all. I submitted what I thought was sufficient documentation from the new 401K fund(Fidelity) following the paperwork requirements by mtrust. All I got was - this is not enough, here review our list of 30+ bullet points. Which is what I followed initially. I emailed them back asking for clarification as to which bullet points did I miss or if they can tell me what else I need to submit. I got a very vague, lazy email saying ""call this number"" clearly trying to push the responsibility to somebody else who answers the phone calls. I pulled my money and closed my account. I would rather pay the penalty then dealing with lazy people who just want to get their pay check and do nothing in the meantime to assist the customers.",1
It’s hard to get in touch with a real…,I have requested a distribution twice and have not seen or heard anything. So due to this lack of service I am giving the 1star rating to this company.,1
Took us several day and try’s and phone…,The website isn’t very helpful in regards to keeping you updated on the status of your withdraw. And the process is a very long wait.,1
