Title,reviews,stars
Filed Complaint with Consumer Protection Agency to investigate if the way CashNet calculates daily interest rates are legal for my state...stay tuned.,"Wheww! Where should I begin. The overall experience with this company was great, funds were readily available and the process was smooth. HOWEVER the interest rate is HORRIBLE never will I ever again.I opened  my account in May & paid it off in July I only financed 1000 & by the time I paid off the balance was at 1200 no way! Thread lightly with this company!",1
That interest rate!,Horrible I would never use again. I payed back way more than I borrowed. It’s a scam made to take advantage of people who are in desperate need for money. You are better off getting a credit card or using a local small loan place.,2
Horrible I would never use again,"This company advertises how easy it is to get approved but everyone I know that has applied including myself. has been rejected. Some of the individuals have very good credit score. After they apply, then start getting phone calls from phone numbers that have accents you cannot understand stating you are pre-approved but cannot give you any information about your personal info.",1
a joke for a lender,"I have been a customer for quite some time now. I moved to South Carolina almost 2 years ago. I took out another loan thinking the interest rate would be the same. Nope, it went from like 89% to 325%. I called and all I got told was sorry can't help you. I will not recommend them to anyone.",1
Sucks!,You will never get our from under the interest rates. I,1
Predatory lending company,My deposit didn't deposit to my account the same day as promised,1
Immediately didn't deposit,I will never get a loan from these people again they are nothing but rip offs,1
I will never get a loan from these…,I’m very disappointed I’ve made 4 payments and the total of the loan it’s the same it won’t go down it’s so difficult for people to pay so much APR for just a loan please guys don’t even think of getting loan here I regret getting idk how I’m I going to pay it’s a lot of money!!!!! And when I got approved they never told me the APR % …,2
I’m very disappointed,"I was surprised about how much my payments were this time around! Was not THAT much with my first loan experience. On the plus, you are still easy and convenient!!",1
I was surprised about how much my payments are,"I would run far and quick from getting a loan thru CashNetUSA.  First, the interest will kill you.  Second, the payments are ridiculous.  The payments on a 2k loan were 325 dollars every two weeks for six months.  I would recommend trying every avenue possible before using them for money.  Don’t let this company take advantage of your situation.",2
Avoid this company at all cost…,I was under the impression this was an installment loan when I took it out. Ended up being a line of credit with ridiculous interest compiled daily. I paid it off in full due to the not completely explained aspects until after I clicked the accept. There was no payments listed until after I accepted the loan.,1
Do not use unless no other means available and extremely dire situation,"Do not trust this company to give you a loan. I feel into desperation during the covid lock down and heard good things about them so I thought I would try it. My first mistake. I know owe far more money to them than I can even withdraw. I have made every payment on time and in full, yet it is futile because it all just goes to interest. I am almost positive the only way out of this mess is to file for bankruptcy and hope to god that I can pay off what ever the court decides.",1
Do not trust this company to give you a…,They will not approve me. First time I was approved but wasn’t told I needed a checking account so I gave my savings account info bc that was an option. Was told loan was still going to go through to my savings account after I noticed it wasn’t deposited the next day like it was suppose to be. Canceled loan and went to get a checking account and since then I’ve been denied denied denied!!!,1
They will not approve me,It is fine if I don’t get approved. I gave all my personal information and no response. Thanks.,1
It is fine if I don’t get approved,Payments are way too high that I can not keep up. They keep raising my credit limit when I did not ask them to!,2
Payments are way too high that I can…,I was told this place approved almost everybody to help build credit so I have tried several times and get denied every time even with the money I make each paid period I was still denied and I currently have no debt. I have one credit card with i pay on monthly never had any issues just never had credit bc nobody will give you credit if you have no credit so either way you go you're stuck. Didnt really need the loan just wanted to build my credit but cant build without having credit.,1
I was told this place approved almost…,"Your means of calculating interest is exorbitant!  I make a payment and my balance increases.  I wouldn't recommend your service to ANYONE.  You are a loan shark, predatory lender.  As soon as I get you paid off...I am reporting you to the Louisoana Attorney General!",1
Your means of calculating interest is…,Need to better explain how repaying loan back before releasi ng funds to customers. I feel as if now I am paying back way more than I got..I recommended there service to several people I know.,1
Need to better explain how repaying…,The customer Rep listen to my needs and was very helpful.,1
The customer Rep listen to my needs and…,The APR is duck you high. Think 126% and they don’t give you a way to know before you’ve opted in and signed a contract. They’re anti-Robinhood and steal from the poor to give to themselves.,1
The APR is so high it’s the devil,My loan was paid off within 2 weeks maybe and you all took $121.68 when you shouldn't have and I'm very upset!!.  I will not use you all again that's for sure and will let everyone know what happen to me.......,1
Unauthorized money taken from my account,All I know is I made the biggest mistake with borrowing money from them I got only like $600 from them back in January and is still currently paying them its July. They know nobody is going to read contract interest rate are ridiculous they scam you. Don't trust this company.,1
All I know is I made the biggest…,"Unable to change payment amounts. On a $2,000 loan my first required payment was $850 which simply does not make sense.",1
Flawed payment terms.,"After years of on time payments on interest and principal, never missing one payment ever, Cash Net left me holding a bag of crap this month. For years I would borrow the money to help with middle of the month due bills. This month when i applied it was a big secret why I was denied. Now I have to find another way to pay my light and phone bill by the 22nd. 350$ I need a miracle no thanks to Cash Net. No way to treat loyalty!",2
Surprise!! No loan for you this month!,"Very expensive credit line. Easy to use but cost so much to use, its not worth it unless it's your only option. I would use it if the fees were more reasonable.",1
Very expensive credit line,Worst mistake ever. 299.9% interest. Was in a hurry when I got the loan.. thought it said 29.99% I paid almost the whole back but it went to the interest. Ended up having to go to my bank and get a loan just to pay this one off cause there was no pay off in site making the normal payments.,2
Worst mistake ever,If you don’t want to be in debut with them forever do not I repeat do not take out a line of credit with them it’s highway robbery I drew down 500 bucks on the 29th of June and by July 1st I owe them 600 they kept adding interest every day they are loan sharks my minimum payment is 100 every two weeks but how will I ever repay them back with them adding interest every day? Don’t do it y’all just put you deeper in debt I will NEVER!!! borrow from them again i just took a big chunk of my paycheck to pay them off they  need to be reported to the BBB,1
No!!,First it indicated we were approved then when we call we were told we were not!!,1
First it indicated we were approved…,"never do business with them, total ripoff. very greedy. you will loose a lot money",1
never do business with them,"They were ok years ago. I borrowed 50 dollars, June 21. Payback 57 dollars when I signed. Now my balance 60 dollars. Being charged a dollar a day, HUH? I use to borrow 200, 235 back. Can't afford the rip off now. 50 costing me as much as a 100 in extra charges. What a rip off!",1
"They were ok years ago, RIP OFF NOW","Awful awful company. Steals your money. I am a struggling student who needed money urgently, I applied for a small loan just to get me by and they are taking almost ALL my money. Not even half the money I send them goes to my loan. Please do not get a loan from them. This is one of the worse companies I have ever done business with.",1
Awful awful company,"While it helped to have access to the extra money, the interest rate is just to high to make this a viable product to use in the future I would pay less in overdraft charges than the interest on a cash net loan.",1
Cost prohibitive,"I got approved for $800, signed the documents for my loan, provided my bank information for deposit and got confirmation of funds being deposited on the same day. Then got an email for additional needed documents. Provided bank statements and driver's and then got declined. Wasted my whole time. Thanks I'm FUKED!",2
Fuked!,"Pro is that they will pre-approve or approve you. No doubt. Con is that the interest is extremely high and it accumulates daily. Every time you think you’re making progress on repaying your loan, you log in and see they have pretty much added so much interest that you’re back to the amount of the first week. My advice to you is go somewhere else where they are honest and doesn’t try to take advantage of you doing a difficult time in life. I definitely would not have applied for a loan from CashNet if I had read the reviews on other sites beforehand.",1
NOT WORTH IT!!!,Don't use this place!  300 % interest.  My interest payments on $1500 is over $400 a month.,1
Don't use this place,Never again! App doesn’t have correct information. Program sucks if you miss a payment. I lost a loved one and missed a payment due to funeral cost. Still making my payments on time yet I can’t make a withdrawal. Don’t get a loan here and loose a family member.,1
Never again,Your very kind I wish you have given me the loan I’m 65 years old I have bills that someone’s helping me with an I’m behind on an I’m just trying to get caught up an you were my last try I’ve tried every loan place there is out there an been turned down anyway though you could an would help me anyway thank you you are very good people,1
Your very kind I wish you have given me…,This is completely loan shark style business with the highest interest ever! I say if you really need a loan try the bank first or try to sale your kidney.,2
Don't do it!,They didn't even contact me before denying the loan. Never asked any questions. But the ad said no credit check and they ran my credit and used it to make a decision on a payday loan.  But ya'll didn't even ask questions that needed to be answered  to get to a unbiased decision.,1
False advertising,Why would you stop loans in Maine?? You should not call yourself cashnet USA because you do not allow all of the USA to use your service anymore! Very DISAPPOINTED in your company!!,1
Why would you stop loans in Maine?,"I had a high credit limit then one day I went to go borrow money , just to find out my credit limit dropped out of nowhere.I’m thinking  it’s due to the pandemic. I work hard at building my limit just for them to drop it down low. That was the time when money needed",1
I had a high credit limit then one day… I work hard at building my limit just for them to drop it down low,Quick approval which is great for a time of need but the interest rates are TERRIBLE.,2
Quick approval which is great for a…,"This company used to be good, I've used them for 10+ years but not any more! They don't care about their customers, not even a teeny tiny bit, wait that's not true they do care about their customers money and finding all ways they can to take it from them instead of help them. They are overly greedy and are literally abandoning all of their loyal long term customers to make more money. At least sell the business and start one doing something different instead of ruining it. Do not use this company EVER, they are now AWFUL and untrustworthy and they will make you regret it. Shame on you Cashnetusa.",2
Horrible Greedy Company,"DO NOT USE CASH NET USA. ONCE MY ACCOUNT WAS PAID IN FULL THEY DRAFTED ANOTHER $600, HAVING USSUES GETTING IT BACK!!’n",1
DO NOT USE CASH NET USA,"after two consecutive payday loans, I was denied because my profile changed according to their email, the only change that changed was I got a slight raise!Their live chat told me I would have to wait 30 days to reapply! No thanks! Horrible customer service",1
after two consecutive payday loans,"These ppl boy I tell you. Will not work with you. At all. They’re built to break you down even further. You better be sure you have the money to pay them back ASAP. No matter how small the draw amount. I mean it’s like financial rape. Please if you have no other option, and I totally get that, be sure that your income is sufficient enough to accept anything from them. Please. I starved myself many days and was nearly kicked out of my apartment a couple of times because of them. It’s not worth it at all honestly. Go with a local payday loan instead. I’m begging you.",1
PLZ STAY AWAY,"If I could give no stars, I would. Not your fault, but a lot of people don’t read fine print. The fact that the interest rate goes up each day, you charge twice each two weeks is absurd.",1
If I could give no stars,"They claim instant approvals and same-day deposits blah blah blah but in fact they want more information than a home mortgage and after five solid days they still haven’t decided, all this for a few hundred dollars??? This company is a complete joke!!!Update: Their reply is nothing more than an attempt to get readers to think they care… they provided the EXACT same useless phone number that is the only phone number for contact and there’s not even an option to speak with a person to begin with!!! If you do manage to get through using the back door, you just get a random customer service representative that doesn’t know anything about this review and isn’t the least bit concerned about it!!!",1
They claim instant approvals and…,"The young man from Chicago was excellent, you are very blessed to have workers like him. I am older so he helped me as so much explaining everything.",1
The young man from Chicago was…,I wanted to delete my account but she won’t do it,1
I wanted to delete my account but she…,"I borrowed $1,000 on January 22nd. Its now April 10th and by the 15th I will have paid them $1,000 and I still owe $1,180. I will pay back $4,000 in 6 months to borrow $1,000. It wasn't explained to me like this. Aswell it kept getting higher. First payment $139,145,152,159,182,189. It just don't make sense. I know one thing emergency has whole new meaning and category because unless your bleeding and life is in danger is the only reason Im gonna do this again and even then we'll have to see the bleeding and judge it from the there cause the only people than can afford this are people who don't need loans...",1
"I borrowed $1,000 on January 22nd",Denied just like everyone else cause not enough history but won't give me a chance to make any. I was in a bind I needed help. And I hope the same happens to u and yours!!,1
Same as any other license to steal!!,Hi my experience with cashnet has been horrifying the reason being everytime I check my statement the interest rate goes up. I wish the lady would've told me how much my rate would've been before I apply I would've never accepted it or recommend anyone else to use this my thing is is I took out a loan fa 1050.00 why does it take a year to repay if your deducting 177.24 out of my account?So I'm like 177.24 ×12 plus 8.60 a day is way more than one thousand fifty dollars what kind of interest rates is this I will never use this again or recommend anyone I'm sorry for using cashnet and recommending my friends to use it this is outrageously expensive and ridiculous,1
Hi my experience with cashnet has been…ridiculous,"I do not have any problems with the representative of Cash Net  I am more frustrated with the procedures and every time I call , I am told that it takes 2 days to process and I do not feel that is happening",1
I do not have any problems with the…,"Was contacted through text claiming I was approved for small loan from CashNet, individual(David wells), turned it was all fraudulent..now will be alertiing everyone through social media that CashNet not very trustworthy n stay away",1
Was contacted through text claiming I…,"I had to change bank accounts due to my account being comprised. I attempted to update my banking information with a voided check from my new check book and was told that my checks could not be used. The first email I received stated that a starter check could not be used. When I pointed out the fact that it wasn’t a start check just not a standard size check book i received a email stating that they were unable to accept a pre printed check. My checks are not pre printed either. My name, address, routing and account number are the only things printed on my check. It has been such a disappointing experience. Because the checks are larger they are not acceptable??",1
Disappointing experience,This place does take advantage and say we can give you said line of credit and then pretty much charge outrageous amounts for interest! Looks like it will take forever to pay back! I do not recommend this place to no one!,1
This place does take advantage and say…,You might as well be loan shark s charging so much interest rate every day,1
Bad reviews,"They asked for all kind of things, things my bank didn’t do.  I finally found my checks and sent them one but never heard anything back from them!  Good luck.",1
They asked for all kind of things,Stay clear of this company. It is a scam and you will pay 100 times what you actually borrow. It's hidden in the fine print. Worst decision of my life was doing this.,1
Stay clear of this company,I have applied two time and got turned down I don't have bad credit it does need a little help but if no one will give you a chance then you can't build up your credit,1
I have applied two time and got turned…,"Seemed to be okay at first, but things started to happen and I called once was giving a different response then what I received this time. It's annoying and I wish answers were the same from all workers",1
Communication,It is a last minute option but will never use again due to the high rates.,1
Rates are too high,This place is a load of crock I was approved and told cash will be in my account the next day I looked it was not there and checked online and it said denied,2
This place is a load of crock I was approved…,Gave me the money then it was taken back before I could get with my bank the money was cancelled and new all I get a a bunch of bull about my ACC is under review. Now I am stuck without electricity and no gas,1
Gave me the money then it was taken…,This company is a money sucking SCHEME! Definitely a scam to have you paying an extreme amount of money over a long period time. Cash Net IS NOT THE WAY TO GO! RECONSIDER!,1
Money sucking SCHEME!,Predatory loan terms that should be criminal and fined into bankruptcy.,1
Predatory,Wow this loan sucks first of all you don't see the APR until you hit the button hidden well let me tell you it is at 275.85 which no person can afford they take out huge payments making it hard to live off of your paycheck. I wished I would of never done this. Lets say it will suck the life out of people struggling and throw them into more debit. RUN AND DON'T PUSH THE BUTTON ACCEPTING THE LOAN IT WILL MAKE YOU IN A MORE IN DEBIT WITH NO WAY OUT SCAM SLIMEBUCKETS. Oh by the way you can never get a person on the phone at the number they provided below to discuss anything. I paid my outstanding balance on Friday before the 15th and they still took that money and 211.00 payment called and they said that we owed to them no matter what I am reporting them to Attorney General this is crap DO NOT USE THIS OR YOU WILL PAY FOR IT MAKES NO DAMN SENSE TO ME IF I PAID IN FULL BEFORE PAYMENT DATE AND THEY STILL TAKE OUT ON THE 15TH.,1
Wow this loan sucks first of all you…,"Don't use this service, they will charge nearly $3000 for a $1000 loan. Even if you try to pay the $1000 off immediately you are still stuck with the nearly $2000 charge just for borrowing the $1000",1
Don't use this service,Advertisement is decieving. The application does not allow the submission of multiple incomes and banks for income verification. They also have restrictions to communicate with Credit Unions.,1
Advertisement is decieving,Awful they never listen to what is being said and don’t have a resolution or answer to why they have it as if I have asked for a loan the past 10 months straight and I haven’t only applied once,2
Awful they never listen to what is…,Way too expensive to borrow funds. Will only use in an extreme emergency. Fees need to come down then I'd use it more. Be very careful or you'll get stuck with paying a fortune.,1
Way too expensive to borrow funds,I'm upset with them because they gave me the money they were supposed to put it in my account and when I went to go change the account they told me it declined it The same day or the next day,1
I'm upset with them because they gave…,"This company is absolutely crap. You NEVER know how much they will take out your account. One payment can be $95 and the next could be $300. Interest rates are outrageously high. Paying $300 only covers about $50 of the principle. They basically say ""hey let me help you right now by giving you a little money but until you pay it all back, we are gonna make surviving hard as hell"" they told me my payments would be $95 then took $330. Then said they can't tell me how much each payment would be.... but why not? Its like a credit card... but I took the full amount it allowed and it said my first payment would be $95.. so shouldn't all my payments be $95 and not $330? Paying off asap. Not a good company to do business with if you can't afford someone just taking what they want from your account.",1
This company is absolutely crap,I just got ruled as disabled and need help paying my recent loan,1
I just got ruled as disabled and need…,Told me I was originally approved for 300 then I submitted bank statements and got denied. Hard hit on my credit for nothing. Terrible company do not reccomend!,1
Not instant Approval like Claimed!,U guys are a big scam your interest rate will have someone paying this back forever I got a 600 loan and ready paid back 960 and still saying I owe 600 dollars that's ridiculous,1
U guys are a big scam your interest…,This company is not in the business to help you they’re in the business to steal your information and sell it off to other loan companies don’t fall for their 🪤,1
Jason Such is a Liar,Your system would not allow me to change my loan amount.  So I was unable to complete application.,1
Your system would not allow me to…,Predatory lending at its best. This company is absolute trash with its loans. Found another company with way better rates,2
Predatory lending at its best,My comment  on cash net ripping Customers off wasn’t pertaining to the staff members it’s the repayment process,1
My comment  on cash net ripping…,"CashnetUSA sent me a letter in the mail a few days ago out of it seemed no where saying Ive been pre approved for a long up to 1,000. I was applying for loans close to a year ago so I figured they must had my info and thats why they were able to pre approve me. Anyways I was truly so happy when the letter came because it was the perfect amount i was needing for my family at the time and I knew I was going to be able to pay it off quickly. I went online verified my info and entered my routing and account number. It was doing anything when i hit apply so I called just to find out I was not approved but was actually denied and she wasnt able to tell me why. She said it may be because of the bank I use but why would they send letters lying saying your approved for a certain amount when in reality you might not be. It was a lie and really got my hopes up and was so happy thinking i was going to be able to get what I needed for my family. seriously so depressing really sucks",1
CashnetUSA sent me a letter in the mail…,Do all you can to never have to get a loan… fees and charges are absolutely ridiculous!!!!!!,1
Do all you can to never have to get a…,"The initial phone call was great. The representative was informative and knowledgeable, and started setting me up with an account for a loan. Then she clearly gave me instructions about getting on line to complete the loan application.  That when I had some issues. First issue was for almost 25 minutes I didn't get a confirmation code that was to be send to me in my email to verify my email and other information. Then I checked of to allow electronic transfers and supplied them with the name of my bank, routing number and account number. What raised RED FLAGS was when I was asked for my banking user name and password.  At that point I got suspicious because I remember when I opened my bank account years ago to never ever give out my banking user name and password. That's like giving someone absolute and complete access to my bank account/money. Of course I did not give them that particular personal information.",1
The initial phone call was great,"Think twice before borrowing. I took out my loan in 2018 because I couldn’t afford rent. It did help me not get evicted, but I’ve been having to borrow because the min payments went up and up. It got to the point where from 01/01/2022 to 06/24/2022, I’ve been charged 3574 dollars in interest at 800/mo. You cannot get ahead with this loan. I was finally able to secure a debt consolidation loan, and my balance finally reads zero, but I have lost so much money, over $400 rent. I’ve been there, and I know why you’re considering borrowing. Just think twice because if you can’t pay it back and you can only make the minimum payments, you’ll never pay off this debt. I learned my lesson the hard way, not saying don’t do it. If I hadn’t, I’d be homeless but just think twice about it. Also, at least when I first borrowed, it started at $500, then it was raised again and again and again until I was at $2500; if you don’t have reasonable impulse control, this is not a loan for you.",2
Think twice before borrowing,Intrest rates are ridiculously high and payments are astronomically high2000 loan is around 600 a month mostly interest.,1
Intrest rates are ridiculously high and…,"I was approved for a credit line of $1,000 and even before I can use it they lock me out my account and took back the $1000 credit line they gave me.",2
I was approved for a credit line of…,This is the worst loan I ever used. The interest that adds to the loan daily is ridiculous. I will never use them again,2
This is the worst loan I ever used,"They are not willing to help a senior citizen on a fixed income by returning a payment, when they took out 2 payments instead of 1 like they agreed.",1
They are not willing to help a senior…,I get direct deposit every week been at the same job since 17 I'm 34 now I make 18 dollars a hour,1
I get direct deposit every week been at…,I feel like I was taken advantage of the highest interest rate I have ever seen Praise the Lord I got you paid off,1
I feel like I was taken advantage of…,Interest and monthly payments are extremely to much.,1
PAYING BACK TRIPLE THE PRINCIPLE AMOUNT,"Horrible, interest is added to your  loan every day that it is not paid off,I want to give them no STARS , 0 stars",1
Horrible,Cashnet is crooked and take advantage of people at the time of need. I totally understand the need to make money but they totally screw people.,1
Cashnet is crooked and take advantage…,I got a letter saying that I was past due for 166.10. It was drawn out of my bank account on 4-21-22. Idk why you're saying it's past due,1
I got a letter saying that I was past…,"This company has been a nightmare to deal with. This is the definition of Predatory Lending. First, I implore you to never use this, unless it's a life or death situation. Second, read, read, READ, the agreement so you aren't blindsided by the ASTRONOMICAL amount of DAILY interest they will be charging you. Finally, if you plan on paying them off, DO NOT mail them a payoff check. I did a consolidation loan with my back and a fraction of a fraction of the interest rate, and my bank mailed them 2 checks. One to pay off my account, and one my wife's account. 1 month later, neither accounts are paid off. The check for my wife's account was cashed, but NEVER applied to her account. The check for my account was ""lost,"" and never cashed. To investigate anything they require a ton of leg work from you, and then just tell you to wait.... Which will result in you checking in every few days to only be told to wait more. I still have no resolution on either account. I've resubmitted a check for my account with the cancelled check, and still haven't seen any updates. They still can't find my wife's DEPOSTIED PAYMENT!!! AVOID THIS COMPANY LIKE COVID!!!",1
"Absolute Nightmare, Criminal Company.",You keep sending me pre-approval letters then decline me what do you make money just for me to login what a racket,1
Scam approval,CashNetUSA did not come close to offering me the amount of money that I needed. A total waste of my time.,1
CashNetUSA did not come close to…,"Ridiculously high apr rates, it's a con they take advantage of people in need. Don't borrow from them find a better source.",1
Ridiculously high apr rates,Absolutely too high of an interest rate for payments. Craziness. I paid it back almost immediately!,1
DON’T DO IT!!!!  Absolutely too high of an interest rate…,Do not ever do biz w this company ever!!!!!,1
Do not ever do biz w this company…,"Terrible place to take out a loan...the agents there no nothing, just No good",1
Terrible place to take out a loan...the…,Good thing i didnt get approved i hust found out how outrageous their APR. Is ....$3000 loan will cost you $7000,1
Good thing i didnt get approved i hust…,Cashnetusa    is sending letters to people's homes that are full of lies. Will they  be sued for false advertising?,1
Cashnetusa    is sending letters to…,Couldn’t believe how much this loan cost!!! Never again!!!,1
Couldn’t believe how much this loan…,just ridiculous,1
Ridiculous,I couldn't get a cash advance even though my ssi check is directly reposted into my greendot account,2
