Title,reviews,stars
This last loan was excellent,"This last loan was excellent,  but my prior 2 visits were terrible. In those visits old Hispanic lady sent my loan in on Friday knowing that I  go in on Saturday",Positive
Good Morning,"Good Morning, My experience was great. But today is the 19th, of October 2022 and My daughter still haven't gotten her referral money 💲💰🤑 yet. They told her she would get it in her email ✉️📨. She very upset. Because they used to give it to you right then. I still need my money that I was promised to get for my referral.",Positive
Quick and Easy,"They are great, they are quick and easy to deal with. Very helpful and friendly. I would highly recommend the Tupelo location to anyone.",Positive
Helpfulness and Compassion,"Both of the girls who work in this location are very efficient and helpful to the customer.  When you come into the office or call, they give you their undivided attention.  I would recommend them to anyone.",Positive
What I like about this place they make…,What I like about this place they make you feel like family for the new year and they help you right away and if there’s a long line they make sure that we’re there I’ve been a member for quite a long time,Positive
Barbara and Jennifer at the Edgewater…,Barbara and Jennifer at the Edgewater office are amazing.. They are both very very awesome and if I were there manager I  would give them both a  raise.. I love both of them they do customer service the  best..They are both very polite..,Positive
Advanced America Merritt Island store…,Advanced America Merritt Island store is great. Sandra and Elizabeth are beautiful people and the office is always clean and organized and smells great.,Positive
I had a extremely pleasant experience…,"I had a extremely pleasant experience with Advance America. I initially called the day before coming in . All of my questions was answered professionally. When I went it , it only took about 15 minutes. The experience was excellent. Extremely professional , every step of the way.",Positive
Agent was very polite and helpful plus…,"Agent was very polite and helpful plus seemed to know what he was doing.  I was not happy with payment method offered, prefer to make payments in person when possible.  Do not like autopay on anything.",Positive
Brittany was very helpful,Brittany was very helpful. I literally had no money to my name. I was at my lowest point. She saved the day. Thank you so much Brittany.  Your help means alot to me.,Positive
Great Team,The friendly attitude of the team at this location. The ladies are so nice; even when things are bad. That why I keep coming back.Effective communication is what you guys are doing well.,Positive
Great experience!,I will say that the entire experience from starting my application to completing and approval took less than 5 minutes! This took a huge amount of stress off of me and I am very grateful.,Positive
I now have a better understanding 😌,"After having a talking,,,I was totally wrong and didn't read everything and I deeply apologize I have full understanding about my payments now ,,Advance America have a wonderful staff ❤️",Positive
Yes Advance America always treat me…,Yes Advance America always treat me good they always willing to help me good attitude that's why I keep going back over and over thank you so much Lavern Moring,Positive
Appreciated the Help that was…,"Appreciated the Help that was Desperately needed for my Family. I was not judged in anyway even though my cred I t isn't perfect...I Respect and Appreciate that"". Thank you so much!",Positive
My financial situation is at the point…,"My financial situation is at the point of here I need a pay day loan to meet my obligations. Being able to obtain a loan to not be past due is well worth it, especially since can't change date of my bills",Positive
My Hero,My Grandson didn't tell me about Senior Night until Senior Night. I went online with Advance America and they came through for me again.My hero again.,Positive
The ease for my transaction was great…,The ease for my transaction was great it helped me alot being that I didn't know how to do it online. Me being a value customer I will definitely stay with this company.,Positive
Despite the line even with one…,Despite the line even with one associate  on break it went very fast I was in and out quickly thank you for that.,Positive
I give y’all a 10 very nice and…,I give y’all a 10 very nice and respectful and answer any questions you need to kno thank you for your business,Positive
Pleasant and friendly environment,Always a pleasure. Don’t have to wait very long. Very friendly and helpful especially when I have questions. I will definitely recommend coming here to my friends.,Positive
The store located at 4th and Vineyard…,The store located at 4th and Vineyard Ontario city the people there are very exceptional nice service I like their service,Positive
Not my typical good review,"I usually leave entirely positive reviews because I have had great experiences with your amazing staff. But this last visit to the store wasn’t up to the usual standards and it deserves to be noted. You cancelled a product that many of your customers used without any notice, explanation or warning. We were ultimately forced do the new loan, because we counted on the previous product and it’s much more expensive, that upset me, because I would’ve shopped around for the best rates and I didn’t have that opportunity. Plus, everyone walking in has to be there 3x the normal time, if no one is in front of you. I took me an hour and a half when I’m used to 15 minutes. I would’ve planned differently. Bridget handled it flawlessly and was still her usual cheerful and helpful self. She was the only saving Grace that day, customers should be better taken care of than how Advanced America did this week.",Positive
The website is easy to navigate,The website is easy to navigate. The process is straightforward and concise. You do not feel that anything is being hidden from you during the application.,Positive
Excellent customer service,"Armando the manager at this office provided me excellent customer service, he assisted me through the whole processes of obtaining the loan I requested.",Positive
"Fast helpful,& friendly","Done in a timely mannet,with friendlyness& respeck.I completed application timely,so I could get on with my business.",Positive
Everything once the web decline my…,Everything once the web decline my application. The main branch call me and said let me see what I can do. And she got me approved.,Positive
Great service .. great product,I have always had quick service online and instore with Advance America... it is easy to navigate the website and my.loans come quickly to my account.. thank you,Positive
Making borrowing money an easy process,Making borrowing money an easy process! The customer support has always been a smooth experience.,Positive
Excellent customer service,"Excellent customer service, fast and efficient and a breeze to work with! They were there when I needed them! Highly recommend",Positive
Excellent site easy to redo refinance…,Excellent site easy to redo refinance and make pay off if needed also LOVE the option for debt card to get $ almost instantly,Positive
Since I've started back using Advance…,"Since I've started back using Advance America services,I've received stellar services.Eve the location Manager explained the different loans and gets me In and out in minutes!",Positive
I go online for my cash advance and…,I go online for my cash advance and they deposit my advance in my checking account right away,Positive
This experience with yall was great,This experience with yall was great. The loan is in ur account the next business day an if u need some time to pay ur loan if u need too.,Positive
Advance America is fast and efficient…,Advance America is fast and efficient to do business with.  Appreciate the customer service.,Positive
There was great customer service,There was great customer service. The manager Maribel and Raymond were very helpful in getting me exactly what I needed.,Positive
Great customer service,Shane from the Pell City office was the best. He made the process so easy fast and it ran so smoothly. He explained everything so well.,Positive
Excellent transaction,"Excellent transaction. Smooth, Timely and Precise. Advance America Is a reliable and helpful lending source. I am very appreciative.",Positive
I'm a repeat customer and I'll treated…,I'm a repeat customer and I'll treated with respect and smile. They are professional and very friendly.,Positive
The lady was very professional helped I…,The lady was very professional helped I got in and out very quickly I couldn't go wrong.,Positive
Your website is clearly written,"Your website is clearly written, easy to follow and makes the process go very smoothly!",Positive
Everything that is online making it…,Everything that is online making it easy to pay your bill than receive the payment back,Positive
Great friendly service,The fast friendly service I received and the friendly atmosphere and the fast professional services,Positive
The representative was courteous and…,"The representative was courteous and kind. And the service was excellent as always , if I need a loan I will always use these guys. Thank you for everything",Positive
Kinda like hero’s,The man who helped me was so helpful and informative. He really has no idea how much he helped me.,Positive
Great customer service,Great customer service. Fair interest rate. Easy to use. Has greatly helped. Reliable financial product. Fits a needed area.,Positive
Great service and speedy response,"I felt like this process was fast, confidential and the folks that I spoke with were very well informed and super helpful.",Positive
I was great to be able to get the the…,"I was great to be able to get the the cash I needed, even when I was a bit late paying off my previous loan.",Positive
Best loan company excellent custumer…,Best loan company excellent custumer service excellent manager Diana is and amazing manager we definitely recommended 💯,Positive
I collect Social Security Income and I…,I collect Social Security Income and I didn't think I would be approved for a loan. Advance America approved my loan with no hassle.,Positive
Diana was great,Diana was great ! Great customer service will let all my friends and family know to come to this location,Positive
Great customer service,Great customer service Chris great job I definitely recommended this store Always there to help me and help you….,Positive
Easy to do business,The timeliness and quickness of your online application and approval process.,Positive
The agents were very informative and…,The agents were very informative and thorough. It is a better rate than the payday loan.,Positive
Friendly  well knowing all guidelines,"Friendly  well knowing all guidelines.   Unable to select right location on review, I always use Tulare ca!!",Positive
They called me by my first name and…,They called me by my first name and told me when I can borrow again. I(In Michigan),Positive
It was quick and money was available…,It was quick and money was available same day with no hassle I will use them again when needed,Positive
Great Customer Service,Brandy at the Hopkinsville location is always professional with exceptional customer service!,Positive
Fast and easy,The lady behind the counter helped me very quickly  and was extremely courteous.,Positive
Well  if you  need  money  fast and…,Well  if you  need  money  fast and easy this is the only way to go10,Positive
This place is awesome the girls here…,This place is Awesome the girls here are Always so helpful an pleasant. Been a great many years here.,Positive
Quick and Easy,I was able to get what I needed deposited right into my account from the store! Paperless is amazing!,Positive
Great customer service they work with…,Great customer service they work with you and they know you by your name when you walk in the door,Positive
The online experience is fast.,The immediate access of the application. How fast the application process was approved.,Positive
Very helpful nice and convenient,Very helpful nice and convenient Mrs Lisa Mrs raven Mrs bre Thanks a lot,Positive
Everyone that works in the Winfield does a great job!!,"Everyone that works in the Winfield, Al office is very nice and very happy to help me.",Positive
Everything went smoothly,Everything went smoothly. Service was courteous and professional.,Positive
I love the people and we go back time…,I love the people and we go back time and time again and we see smiles on there faces and they greet us with a smile,Positive
Warm and friendly,The people are always friendly and helpful I have never had a bad experience with anyone at this location,Positive
I can pay my loan and get it back on in…,I can pay my loan and get it back on in the comfort of my home.,Positive
Very friendly and accommodating help!,"They listened to what I needed, and provided it!! I highly recommend this company!!",Positive
Jetta was wonderful,Jetta was wonderful! The process was fairly quick and easy. Would definitely recommend to someone else.,Positive
Great customer service and doesn’t mind…,Great customer service and doesn’t mind going the extra mile for people.,Positive
I can't believe how fast I can get a…,I can't believe how fast I can get a loan without any hassles.  I am impressed!!!,Positive
Very helpful honest and quick nothing…,Very helpful honest and quick nothing to complain. Thank you,Positive
Absolutely excellent,Absolutely excellent!  Very personable and customer service oriented.,Positive
Was very easy to get the loan and…,Was very easy to get the loan and quick. we had some unexpected medical bills.,Positive
Good job,Chelsea was amazing and very understanding espically with my. I’m having cancer and working well to help me,Positive
Always professional,"Always professional, respectful, treat everyone so nice, never had a problem.",Positive
Great service,Great service. Will work with you understanding & caring.,Positive
excellent,"the manager at the wabash, indiana location is super helpful and very nice.",Positive
Was able to Contact location to let…,"Was able to Contact location to let them know when I would be in, and it was noted.",Positive
Vanessa was wonderful!,"The Racine, WI branch is great. Vanessa was friendly, respectful, and informative.",Positive
Great customer service the ladies are…,Great customer service the ladies are amazing Karolle n her team 10 ⭐️,Positive
It was simple and easy longs you have…,It was simple and easy longs you have all documents required and Got approved!,Positive
Store was not packed and the employees…,Store was not packed and the employees where very knowledgeable and pleasant.,Positive
Very easy and user friendly process,Very easy and user friendly process. A great rate as well.,Positive
Very great staff,"Very great staff, very helpful, and kind..always a pleasant visit",Positive
The staff was very pleasant and…,The staff was very pleasant and helpful. They did attend to all my needs.,Positive
Fast friendly service very sweet was…,Fast friendly service very sweet was pleasure.,Positive
Manager was very kind and helpful...the…,Manager was very kind and helpful...the process was quick and simple...,Positive
The steps were very simple and user…,The steps were very simple and user friendly.,Positive
Profesional,"Profesional, efficient, and caring….this people are the best.",Positive
I've was great with me,"I've was great with me, and she was explaining me everything.",Positive
As always top notch professionals…,As always top notch professionals respectful and very helpful,Positive
Excellent company.  Five stars all the way.,Excellent company.  Five stars all the way,Positive
Worth it!,"Fast, friendly, and convenient. Reasonable interest on payback.",Positive
Excellent Service,Fast friendly and efficient services.Thank you so much.,Positive
The employee was nice and very helpful…,The employee was nice and very helpful miss Stephanie,Positive
Rebeka treat me very good make me feel…,Rebeka treat me very good make me feel comfortable.,Positive
Great experience,"Great experience, fast funds and reliable when in a pinch.",Positive
Excellent staff members and service,She was very nice and awesome to deal with,Positive
Nancy was awsome,The girls are always so nice and helpful.,Positive
The girls are always so nice and…,Great customer service and very helpful.,Positive
I was greater as I walked in door,It was a great experience and very easy to understand.,Positive
Great customer service,This company has always help when I'm in need of cash.,Positive
Very easy application,"Great friendly staff, helped me in my time of need...",Positive
This company has always help when I'm…,Very fast and friendly customer service. Highly recommended,Positive
Great friendly staff,Great 👍 thanks for your help like the way it done ✅,Positive
Very fast and friendly customer…,"Good customer service, explain all info well.",Positive
Great 👍 thanks for your help like the…,She’s was really caring explain clearly one word satisfied,Positive
Good customer service,Associates were fantastic. Had me in and out in no time!!,Positive
They are so friendly and understanding,The customer service and friendliness of the staff,Positive
Satisfied,Friendly and supportive and understanding,Positive
Love doing business there great staff,Thank you for helping me when I needed it most.,Positive
Associates were fantastic,"Such a friendly atmosphere, quick and efficient",Positive
The customer service and friendliness…,Very helpful. Professional.  Competent.,Positive
Always fast and easy to use.,Quick and easy experience. Almost instant deposits.,Positive
Friendly and supportive and…,the people here are very kind and thoughtful,Positive
Thank you for helping me when I needed…,Wonderful. Convenient. Online application,Positive
Such a friendly atmosphere,"Approved, and fast, quick, and easy!",Positive
Very helpful,The process was easy and fast.,Positive
Very nice girls and very helpful,Online service: deposits right away,Positive
Quick and easy experience,"always there, always helpful",Positive
Friendly employees and speedy process.,No long application process,Positive
So quick to get it without any problem,I had a great experience.,Positive
the people here are very kind and…,Understanding excellent,Positive
Great customer service😊,Everything work out perfectly 🥰.,Positive
Fast service when I needed it!,Great customer service,Positive
Always so friendly and professional.,Their service is Great,Positive
Wonderful,Process was quick and easy.,Positive
It was great I was in and out so quickly,Great experience.  Fast and easy,Positive
Delivered as promised,Friendly fast service .,Positive
Very nice and helpful,Good service,Positive
overall very good experience on line,Very helpful.. thanks,Positive
The welcome and service very helpful,Great job and friendly.,Positive
Approved!,Good experience,Positive
Efficient loan process,"Great, smooth as silk.",Positive
You approved me quickly.,Ms Mary is awesome! I came in as a new customer and she was so friendly and chill! Definitely glad I came in! Thank you!,Positive
Online service,Customer service was excellent. My transaction was done quickly and efficiently!,Positive
Quick friendly professional service,"My first Re-Contact with Advance America was online. What a sham with poor customer service. Then I received an e-mail offering an installment loan, it made me mad. Then what do you know, Jerry from the Broken Arrow, Oklahoma store called me. He offered a potential solution, so I related my story. Jerry pulled up my data and read about my situation and was able to get me a loan at about 75%  of the original. I am a long-time customer and wanted to go to a competitor but Jerry saved my day and most likely yours.",Positive
always there,Awesome customer service everything went smooth and I’m completely satisfied.,Positive
2nd Chances,"The Site Manager was professional, courteous, very nice and completed my request quickly and efficiently.",Positive
Good service,"Always polite and respectful,  no matter who  you are.  Doesn't treat a person as if they were a number.  They have always treated me with respect and courtesy.   Always enjoy going to their office.",Positive
Vivien the greatest,Everyone I experience at your business is so very sweet! I,Positive
It's so simple fast and great,I always have the best experience in the Campbellsville location. Johnnie McGreggor is the best. Always kind courteous and always a smile on her face. I recommend everyone I know to go there because of the excellent service you receive there,Positive
Just a great experience,This office is wonderful. Kind and knowledgeable,Positive
Excellent,"The Advance America employee is always professional and considerate...at least the one I dealt with this last time.  I did complain about one previous encounter.  I will say that I wish you had sufficient cash to provide when pay day advances are processed as this last time, the young lady asked if she could put the money on my debit card as she did not have sufficient cash.  I said yes without knowing that it would not hit my account until 24 hours after the first business day the advance was made.  Advance was made on a Saturday, money not credited to my account Tuesday.  I realize it is my banks issue/policy but it did not seem that I had any option.",Positive
Same Me.,The customer service is always proffesional and friendly. Fast curtious servive! Theyre awesome,Positive
Fast and curtious,"I had to have an emergency surgery for my dog Emmitt. The surgery was just under $3000 dollars. I was $700 dollars short and could not bare to put him down, the surgery was a must for him, he's my best pal. I drove to  Advance America and was given the $700 loan which posted to my checking account instantly. The Vet is paid and Emmitt is at home recovering. Thank you so much for the help! Emmitt says thanks too!",Positive
Great customer service,Great as always every location in Grand Rapids,Positive
Excellent customer service,"It was the best, and easiest experience ever to receive a payday loan.  I love the upgrade Advance America has made with no papers and practically fully automated process.  My money was in my account before I left the store.",Positive
They Are Very Good,All i can honestly say is excellent service and friendly,Positive
Quick response,"Everyone was very helpful and understanding,  wonderful customer service and great attitude.",Positive
Great experience,Excellent service and on time reliability. That’s hard to beat!,Positive
Fast friendly service,These girls are amazing very quick with the process. Gale was so very nice not a rude bone in her body.... Thank you very much... Have a blessed day!!,Positive
Very fast friendly service,"I am new to Advance America and unfortunately, personal circumstances made me wander in one day. Since that day it has been easy to understand and very fast for online approval. The process is so easy and I get money on my card instantly. It's the best!",Positive
They are professional and kind,"Overall great service,  very satisfied.",Positive
Awesome employees very helpful,They have great customer service people are really friendly and they work with you when things happen which is nice they are just all around good people and I would recommend them to any of my friends or family.,Positive
You guys are great!,Because  of the most greatest and understanding  employees  have excellent  service I recommend  yall anytime,Positive
Fast and easy service,"I recently went to the homestead location to get a loan and I was looking forward to getting all of my advance loan money back in cash. The cashier told me she didn’t have enough cash, and the cash register, so as she helping me a customer come in, so she asked him how can I help you? Customer paying back my loan he said a certain amount, and that’s the exact amount that she gave me back and that was not the full amount that I came in to get a payday loan.",Positive
Great,"Every time I have go in to the Laurel, MS office, I receive superb customer service. Just recently I encountered some financial hardship and was treated with excellent service and given the information to contact a representative via telephone call to defer payment. I appreciate Advance America excellent services.",Positive
Very helpful.,"Hazel the manager at the store is the sweetest and most professional customer service at this store. She goes beyond to provide excellent customer service, I have known her for over 6 yrs and she never changes always greets you with a smile and treats you like a family member. A big shout out to Hazel!!",Positive
Very helpful and friendly,"Rachel was very courteous and I completed the loan in a very short time. I was, however, sorry to lean that she was here temporarily. There have been many changes recently but I’ve been treated courteously and I appreciate that so much 👍",Positive
Great job,The clerk was very knowledgeable and explained everything in detail couldn't have asked for a better experience,Positive
Friendly and fast!,They are very good and willing to help their customers.,Positive
Great customer service!!!!,i was very impressed with the ease of getting the loan and the repayments!,Positive
Very nice and helpful,I had a good experience with AA an they helped me out with what I needed,Positive
Super super fast,The person I worked with in your store was agreat help very efficient and got the business donein no time.  Thanks Okeechobee,Positive
Borrow some money from advance America,Love Trisha and Cheryl,Positive
Great,Mary is very professional and very friendly makes my experience great every visit.,Positive
Fast and easy,advance america is the best to lend money jeniffer is a great person thank you very much jenny .,Positive
Ms Mary is awesome,always excellent customer service at girvin  location keep up the good work.,Positive
Customer service was excellent,"The representative that helped me was very friendly, which is great to encounter every time.",Positive
My first Re-Contact with Advance America,The staff was very helpful and friendly. They were joking with me and made me feel welcome.,Positive
Awesome customer service everything…,They're always very friendly and pleasant and always able to meet my needs,Positive
The Site Manager was professional,Natalie called me once I was denied online and assured me that I could get help from them if I came to the store in person. She was correct. Thanks Natalie for all of your help.,Positive
Always polite and respectful,Awesome sauce!!!,Positive
Everyone I experience at your business…,"Always accessible, conducts business quickly, professionally and with security.",Positive
I always have the best experience in…,My experience was very good it was easy and had the money fast in the bank. Hassle free,Positive
This office is wonderful,Sharon and Barbara are the best. Nicest staff and fast service. Highly recommend.,Positive
The Advance America employee is always…,Always here to help you  to get what u need thanks guys,Positive
The customer service is always…,"I received great service at the Craig Rd facility today in North Las Vegas, NV. Kimberly and Shirley really made me feel comfortable. Provided clear and concise instructions for the filling out necessary documentation for my loan. The entire process went very smoothly. I would definitely recommend that location to anyone.",Positive
You helped save my dog.,They r always helpful n take care of me all the time been with them for 2 years,Positive
Great as always every location in Grand…,The young lady that waited on me was very nice and very professional. The service that she provided was very quick and I really appreciate the good service.,Positive
It was the best,Great customer service Thank youRonert,Positive
All i can honestly say is excellent…,"Excellent service, friendly staff",Positive
Everyone was very helpful and…,Advance America made it so easy for me to get cash quick in an emergency. Everything was online and immediate. Thank you,Positive
Excellent service and on time…,They were both very helpful in getting my loan. I would recommend this to anyone in Laredo Texas,Positive
They are very friendly and very helpful,"Good afternoon, I want to start out by saying that my online experience with the application process was great. The site is very user friendly, and the response was very timely. Overall GREAT EXEPRIENCE. I would also like to say I called your store on Countyline Rd in Ridgeland Ms. and spoke to a member of your staff before submitting the online application , and the customer service was wonderful I only wish I remembered her name. The entire experience was GREAT.",Positive
These girls are amazing very quick with…,Service is great..always there when I need them,Positive
I am new to Advance America and…,Awesome customer service the lady was so very nice will do business again,Positive
Job well done,Employee helped good service for customer,Positive
Great customer serviced,"I was very pleased with the service fast, easy, and nice people",Positive
Always nice friendly and helpful.,Always very professional and polite towards me.,Positive
Great service,your office at Wabash was my go to center after Peru closed. very very helpful.,Positive
Great customer service,"Great customer service and it was fast and easy!!!Way to go Ms.Savage Paris,Tx",Positive
Because  of the most greatest and…,Very friendly service! I was in and out quickly.,Positive
It was a good experience no problem,Excellent quick and received my money right away. I would refer many to this loan company.,Positive
I recently went to the homestead…,I have to say they are very friendly there very courteous and professional I would go back again and again,Positive
Excellent/superb customer service,"Amazing customer service, Teri was kind and very helpful.",Positive
Outstanding Customer Service,Excellent customer service and professionalism from Taylor. I will be back.,Positive
Rachel was very courteous and I…,it was very good when I needed some money,Positive
Very good experience,This place is awesome and will work with you if you have something come up. I will continue to have them as my go to,Positive
They are very good and willing to help…,"Awesome, courteous and prompt!!",Positive
i was very impressed with the ease of…,"Ma’Qaria is the best!!! , ask for her…",Positive
I had a good experience with AA an they…,Better than expected customer service. Friendly and knowledgeable about your products.,Positive
The person I worked with in your store…,Friendly staff and fast service.  Your in & out in 10 minutes.,Positive
Great customer service,They or a great place to go when you need money,Positive
Pleasant,My representative was Just amazing great people skills very warm & welcoming especially when I was in need of the loan & it can be a bit embarrassing but she made the process easy fast very professionally 5 stars definitely would refer you guys :)!!!,Positive
Mary is very professional and very…,I was very pleased with everything and the money was there the next morning,Positive
advance america does give good service and treat you rightthank you .…,"Angie was very friendly and helpful.  I have never used Advance America before, and she made the process easy. Angie explained the process and my options clearly. I would do business with them again.",Positive
always excellent customer service at…,"very easy,they deposit money same day ,in these hard times right now the extra cash helped in a moment of need ,i would recommend this company 100 percent .",Positive
The representative that helped me was…,"I love advance america great and quick service when I needed an advance they helped me right away....5 stars plus,,,,thank you for your service....R.Dellapietro",Positive
The staff was very helpful and…,The staff was very helpful and friendly they treated us like friends. Didn't try to upsell us and a very enjoyable experience I would highly recommend,Positive
Fast and easy,"As always, even though we went through a very strong hurricane and the office that I usually go to had damage. Going to another office, I was as well as anyone could expect. With out having Advance America there for me every month,  my life would be  very difficult. Thank you.",Positive
Great service,Sean was awesome. Very professional and expedient,Positive
Awesome,Always pleasant staff. Glad about new loan program starting soon.,Positive
I really enjoyed working with Natalie,Hello iam a returning customer and have been completely satisfied with the courtesy service I am given every time and would recommend Advance America to all my friends,Positive
The ladies at this location are Awesome sauce!!!,"James was very helpful, and quick!",Positive
Great service experience,"I love my experiences with advance america , I haven't liked the strict guidelines yall use as far as trying to get an installment loan but .... overall great people",Positive
My experience was very good it was easy…,"Brittany was awesome, very professional and quick.",Positive
Sharon and Barbara are the best,Always a pleasure coming into the mobile hwy location in Pensacola. They are always so helpful and I never have a bad experience or any issues with getting in and out with what I need.,Positive
Always here to help you  to get what u…,The representing at store 7 mile & schaefer in Detroit were really knowledgeable experienced and helpful. Thanks,Positive
Excellent Customer Service Provided,Always there when you need them. Good Customer Service,Positive
They gave me the help I needed!,My experience with yall was amazing Ms.Jones was so wonderful,Positive
Love it always helping me when I need it,Fast approval. Low payments.,Positive
The young lady that waited on me was…,"0Thank You sooo much for being there at a time of need, for being within hands reach , Again Thank You -  john",Positive
Great customer service,They always get your money to you with no issues and very quick service!,Positive
Great Service,They are good company to do this with fast and easy thank u,Positive
Quick and Easy,"Always there to help when an emergency arises or when I’m overextended. Such a relief not to worry, “what will I do if…”Thanks again",Positive
They were both very helpful in getting…,"Great company, easy to work with, funds fast.",Positive
FABULOUS SERVICE,"Excellent!  Unfortunately, I cannot spell the young lady's name who waited on me. I think it it's Keria (sp).  She went above and beyond the call of duty. She did an  exceptional job!  And Sherri always handles or steps in and assist where needed. These two ladies are hard workers and a professional team.",Positive
Service is great..always there when I…,Advance America is the best fast and easy good customer service. Keep it up I will always recommend it to anyone in need of money. Lake park in Florida,Positive
Great customer service,Everything is so easy and everyone is so easy to deal with.,Positive
Awesome customer service the lady was…,Had the most amazing experience the two ladies help me. Kept everything short positive on point about receiving the loan. Definitely would recommend this place to other people's.,Positive
Loan,"Great customer service,explained everything thoroughly and was very polite",Positive
I was very pleased with the service…,Used the online service. Was approved within seconds & funds deposited within a few minutes. Excellent customer service as always. I'm a repeat customer & always have a positive experience. Thank you!,Positive
Always very professional and polite…,Good Morning I came in not knowing what to expect😞 I was greeted with warm ness and I appreciate that 😃 I am very happy with how everything turned out for me 😎Thank you!!!,Positive
your office at Wabash was my go to…,The people were very friendly and it was the easiest installment loan I've ever gotten but the only thing I did not like is that I have to pay it back in 3 months but it's a great place to go when you really need help thank you for everything,Positive
Great customer service and it was fast…,Signed all documents on Thursday 10/14. Still awaiting funding.,Positive
Very friendly service,Easy process money was in my account the first business day,Positive
Excellent,The girls at the office really know what they are doing and how to explain the in's and outs of what you need to do. That way all your questions are answered before you ask them!,Positive
