Title,reviews,stars
Terrible company,I had netspend when I was in Denver Colorado and when I moved to New Jersey I informed them that I was moving and the dates I would be traveling.  Each day of my journey my account was locked because they said activity was outside the area I lived in.  Every night after traveling all day I would spend an hour or two arguing with the reps about my account and how I told them prior to my move that I was moving.  Terrible company and terrible customer service.,1
I didn't get the full amount returned…,"I didn't get the full amount returned to be after my money was stolen I received a call back from corporate office, the agent was extremely rude, sarcastic, cocky and disrespectful, when I stated this he replied, ""I'm replying according to how you speak""",2
EVERY TIME I CALL I GET THE WORST…,EVERY TIME I CALL I GET THE WORST SERVICE POSSIBLE. i HAVE YET TO GET MY PROBLEM SOLVED BY JUST 1 PERSON. i AM ALWAYS SENT TO SOMEONE ELSE WHO MUST SEND ME TO ANOTHER DEPARTMENT THAT HAS NO CLUE ON HOW TO DO THERE JOB. LOOKING FOR ANOTHER CARD,1
I like the net spend all access but I…,I like the net spend all access but I don't feel like I should pay just to have to use the card or pull money off of my card... And I still don't get my check 2 days early that's the whole reason I got it other than that it's a good card....,3
I had a frad attempt they did freeze my…,I had a frad attempt they did freeze my account but lucky I had a card that they had sent months ago. Even if I didn't they had a new card in my mail box the next day.,5
My balance was to be transferred…,"My balance was to be transferred October 13 from the card NetSpend decided to cancel. Today, October 20th, I spoke to one of representatives trying to get this rectified. She very rudely told me to have a nice day and hung up on me. As of today, my account is short $1647.75. Where is MY money???",1
I have tried other prepaid accounts…,"I have tried other prepaid accounts before.  I had an issue with one and didn't feel comfortable continuing with them.  So, I'm giving Netspend a try and so far I have not been disappointed.  I love the feature of creating a virtual card for online purchases.  I love how easy it was to cash a check through the mobile app.  Such a time saver and relief to not have to go out and cash it somewhere else.  I would recommend this card to anyone who needs it.  The only thing I would change is the ability to have the chip feature and tap and pay with the card.  I'm not sure logistically if that would be feasible but it would be a great add on and make me feel like I'm not missing out on being with a local bank.",5
Between two ferns,"So I'm not learned in banking so much. With that said is there a way to transfer funds from NetSpend to ,let's say, pay pal or cash app without the recipient making a Flash ID account? Thanks for the concern",3
I am tired of talking to people that…,"I am tired of talking to people that don’t understand what I am saying and also this automated phone system takes you all the way around the different parts of the system, or you can call me",3
When you need good accurate information you get it with NetSpend customer service,The customer service rep was very attentive make sure that I had everything accurate that I needed to know and was very courteous and took their time with me and I appreciate that.,5
April's Experience with Netspend,Its just so easy and simolevto use falls bank! Its so convenient and I love it! I also love that I had different options to choose from styling me card.,5
Such a pain in the butt cause of the…,Such a pain in the butt cause of the extensive amount of wait time to get the block off especially since being in the middle off a move with no access to my money with 4 kids.,1
Everything is just great I've had…,Everything is just great I've had NetSpend cards for some years and I told my family and friends both of my brothers has a card just you and your service God bless you all,5
I can't enroll for online service nor…,I can't enroll for online service nor can I get the alerts when I use my card.  I have tried several times with no luck.  It's A hassle to have to call customer service 😑,1
Reviewed convenient service,I really like to not complain and your services were really easy and excellent. I think I'd recommend this kind of service to anyone i know. Thanks a lot for your work.,5
Good 5 ⭐ wonderful I love it fantastic…,Good 5 ⭐ wonderful I love it fantastic incredible work and I love you so keep on doing what you doing now and keep up 👆 the great work and never stop what you doing,5
Yes you did,"Ever since I received my surprise NetSpend card they have gone the extra mile.They don't have as many fees,they send me an accurate balance and don't lose my money",5
Every time I use my card I get charge…,Every time I use my card I get charge $1.95 extra on top of the actual staff that I’m buying cost. I was robbed by net spend. Never wanna come back again,1
NetSpend created easy online banking…,NetSpend created easy online banking with no hassle or fees..direct deposit was such an easy setup and I advise more to use netspend,5
I was informed that I had some money…,I was informed that I had some money coming back that I did not know about and I was helped all the way through it step for step until it was complete,4
Great,"My experience with NetSpend was prompt, professional and informative, I would highly recommend this service to those people looking quality banking.",5
Your people hung up on me I still have…,Your people hung up on me I still have a account I don't want and you charged me for it so I will talk to someone about it,1
Horrible Service,Received a notification that there was something wrong with my account and to call customer service. Called customer service and was told of a block on my account because of a previous account that I had with a balance left on it! While working with a rep he preceded to put me on hold for 30 min and then come back to tell me that this other account will have to be paid for first then this account can be activated again for use! Kept explaining to him what account he could not give me any information regarding this other account asked for supervisor and was told you don’t want to speak a supervisor you will be on hold for a very long time! Was on hold first time for over 40 min then someone else came on only to go through scenario again placed on hold again another 40 minutes by now on the phone for over a hour and a half they all just kept repeating the same thing over and over again with no solution to help me on how to resolve this Very unhappy with customer Service level,1
HORRIBLE ABSOLUTELY HORRIBLE it was a…,"HORRIBLE ABSOLUTELY HORRIBLE it was a huge mistake trusting netspend to use for direct deposit. I had a 1200 deposit and am still waiting for the ""investigation"" to get my money back. I with drew 200 and then later that day couldnt use my card logged in and saw that at the same exact time it said I also withdrew 300 twice from across town I know I dont have a tine machine so how smart does one need to be obviously they r dumb ot thiefs",1
Used it before in my business,Used it before in my business. Like the fact it instantly tells you when there’s been a transaction on your account,5
They charge $1.95 per transaction no…,They charge $1.95 per transaction no matter the cost of the purchase. Customer service is extremely rude. Worse card company ever.,1
I guess so far I've been okay with the…,I guess so far I've been okay with the experience with the NetSpend card I'm getting my government check my disability check on it but I do need some assistance and would appreciate a call from someone it's very hard for me to find a place where I can get my money out without being charged a surcharge so I do need some assistance I can't find any way of getting help with my card and my money,5
My new all access NetSpend card can be…,My new all access NetSpend card can be used on cash app which is positively amazing news. Easier to get paid.,5
It’s absolutely ridiculous that you…,It’s absolutely ridiculous that you have to pay for your own money! I get that’s it’s only 5 bucks a month but you shouldn’t have to pay for your money on top of ridiculous atm fees! That’s why I’ll be switching once my new card comes from chime!,1
Rip off,Didn't see anything on site about monthly charge I will be closing this account and will never do business with you again,1
When I tried to use the mobile check…,When I tried to use the mobile check cashing feature it wouldn’t work I tried it more than 3 times and called customer service and was told to do the exact thing I had just done 3 times and I explained that and the representative just kept telling me to do it again,3
I have had a good experience,I have had a good experience. You can still speak to a person when you call. Be aware of the fees. I suggest just paying $5 per month. Otherwise the fees add up fast.,3
I have no clue where my money unhappy is at and…,I have no clue where my money is at and unable to find it. Shows it was deposited two days ago it’s not in my account,1
Direct deposit setup,The quick timing of setting up my direct deposit. Not to mention the courteous and pleasant atmosphere they to you.,5
NetSpend gives you your paycheck early,NetSpend gives you your paycheck earlyNetSpend gives out informative information and very thoroughHas no gimmicks,5
i ordered on ebay and it arrived in the flesh and blood by a chip n dales dancer jon cena,i recieved a package in the mail. it had a deluxe enscipted card with my name on it tonya lewisbut wait that was an identification card that does not belong to me. i was waiting on a commercial drivers license.netspend payment went smooth using that identification. thank you,5
I thought that I have received professional service up to this point in my dealings with netspend.,I had said Rahat up to this point I have been treated and delt with very professional and courteous to date.,4
Never lost Netspend card,Didn’t have any problems never lost it and also it’s never been hacked so yea I’m pretty happy to have went with Netspend,4
I had a un authorized payment issued…,I had a un authorized payment issued from my account.i  tried to appeal it nothing was done in,1
Everything has been great no problem…,Everything has been great no problem with get my payroll check on time and everything is good with account,5
I don’t like the fact that when I spend…,I don’t like the fact that when I spend money I have to spend more money to take it off or make a purchase,3
Have no issues to complain about,Have no issues to complain about. Everything went smoothly as possible. From reloading to card acceptance.,5
I purchased a Netspend reloadable card…,"I purchased a Netspend reloadable card at Walmart on September 2, 2022. I paid $100.00 to be loaded onto the card. I was not asked for anything at the register, and sold it to me and they said it was activated on the receipt. I have not been able to use it at all. I have contacted Netspend customer service with no help at all. I guess I lost $100.00 dollars. I will not ever buy another Netspend card.",1
How do I link Netspend with my old account,I have been with Netspend for several years and enjoy  having a Netspend card. However I recently ordered a new card and cannot figure out how to link the account to my old one. Advise please.,4
the fees are f****** ridiculous every…,the fees are f****** ridiculous every time I use my card it's two dollars so if I buy $1 item I'm paying $3 for an item that's ridiculous as soon as I can I'm changing things I'm not going to use y'all's card,1
It was nice  I had get new card sent to…,It was nice  I had get new card sent to me also for ssdi social security check to come on my new card,5
Better than deal with the other banks,Better than deal with the other banks. No issues paying  my bills. Excellent.,5
FRESH AIR,"The young woman was very professional, very helpful and kind. She was very knowledgeable with my concerns about my bank account. I appreciate that she was respectful and courteous towards me. Thanks",5
Great,Savings account options multiple ways to transfer money online banking and bill pay,5
Ok my card hot hacked twice can't get a…,Ok my card hot hacked twice can't get a hold of u guys.this is unprofessional.I feel I've been robbed.your cards are not theft proof.I can't trust my money with you.in very displeased ..,1
I opened my account quickly and easyily…,I opened my account quickly and easyily and up dated to AllAccess easily. Netspend is Awesome/,5
Don't get my wrong the card Is okay but…,Don't get my wrong the card Is okay but having a $10 fee every month and the deposits come in late like 5:40pm that can be an inconvenience. Sorry but I'll prefer going back to chime.,1
Ease of use,Ease of use!  Just using my cell phone to make purchases while travelling for work. So easy!,5
Price,It's Kool the people is very nice service is fast the explained everything I needed to know,5
I will never trade my NetSpend for…,I will never trade my NetSpend for another card they're very  responsible in everything #1,5
Netspend is a great experience I like…,Netspend is a great experience I like it a lot I really enjoy being a Netspend customer 😃,5
Every time I use card netspend charges…,Every time I use card netspend charges me you are robbing your customers it’s unbelievable,1
Thank you,I have been very pleased with my experience with NetSpend so far I just recently upgraded to All Access and I am absolutely enjoying my banking experience. Thank You Netspend,5
I am please that you guys alert me when…,I am please that you guys alert me when ever my card is used and getting paid earlier,5
The fact that you guys were prompt…,The fact that you guys were prompt about getting my card to me.,5
Slow response takes for ever to receive…,Slow response takes for ever to receive my card its been almost a month and no luck,1
Love this card I get my SSDI on it I…,Love this card I get my SSDI on it I had someone use it fraudulently and they put my $200 back in my account while they did their investigation awesome people,5
I very pleased with NetSpend I think to me their doing a great job and perfect customer service...,I was very pleased with the service I have received from NetSpend and the customer service from NetSpend. The people there are understanding and very helpful.,5
I love netspend.ive been been with you…,I love netspend.ive been been with you guys for more then 4 years .i have no complaints.ive been blessed with you guys .thank you for all you do for me. ❤🙏,5
Was not helpful actually locked my card…,Was not helpful actually locked my card up me telling her not to she still did it anyway. Now I have to wait on another card to be mailed to me.,1
It was easy to set up and find your…,It was easy to set up and find your card information. And I got my money quick,5
It's ok,I'm not a huge fan of how high the monthly fee is. But other than that its ok.,4
I'm canceling direct deposit,As soon as I go back to work I'm canceling my direct deposit.  Absolutely ridiculous there is a fee every transaction.,1
Service status quo,The server works for the company....is experienced with the company.,5
Everything is fine although I know cost…,Everything is fine although I know cost of living has risen I still believe 1.95 is to much to pay for each transaction on when you make a purchase,5
I was charged to use the card,I was charged to use the card. I'm going to clean the account and close it.,1
This card is ok,"This card is ok, it's just that they find a reason to charge a fee for everything. It's sad that I am being charged to spend my own money smh.",3
They’re very friendly people and they know what they’re doing,Really an awesome company not really helps people and when they need help,5
Y'all couldn't even put my money on…,Y'all couldn't even put my money on cash app I couldn't get another card,2
Your customer representatives take…,Your customer representatives take their time to get my issues solved.,5
It's convenient and easy to keep up with,The over draft limits use to be more but everything else is going good,5
The customer service rep was very…,The customer service rep was very helpful. She fixed the issue that I called about without a problem. Very courteous and professional.,5
"Great card, Great Service",Friendly staff that make you feel like they actually want to help you,5
I love the fact that even a day or two…Love it,I love the fact that even a day or two before my next check I can still get 20 & pay my over draft in two days....,5
It takes entirely too long for the new…,It takes entirely too long for the new replacement card to reach me.,4
The efficient,I been with you for a while I know you are excellent on what you do,5
good customer service and quick…,good customer service and quick response to my 800 call.,5
Great service,Had no problems setting account up and been great service since.,5
NetSpend rates,I like NetSpend I just still really really don't feel secure because when I go to the ATM it's easy cash access for somebody else like a thief for a burger or a  robberer,5
My experiences has been positive,My experiences has been positive. My point was to have ease of transactions and my goal has been achieved.,5
I enjoy almost everything about NetSpend…,I enjoy almost everything about NetSpend except for the monthly fees if you don't have enough income to do direct deposit,4
Everything I've been a member for years…,Everything I've been a member for years and just love you guys,5
I talked to three gifferent people and…,I talked to three gifferent people and they couldn't help me!! I still can't use the new caed!!,1
Netspend won't allow me to use my money…,Netspend won't allow me to use my money or the card it keeps decline the card so I decided I don't want use yall no more,1
Transaction summary,The customer service rep was very professional and knowledgeable explaining info about overdraft requirements and rules.,5
Why do I have to pay a fee,"Why do I have to pay a fee, everytime I use my NetSpend card?",2
Well I think y'all good but I want to…,Well I think y'all good but I want to know about the benefits,5
I never got my $500 refund They have…,I never got my $500 refund They have been telling me for a month that my check will arrive in 10 days and nothing will arrive.,1
u guys are the best,Great job netspend what i will do if wasnt for u guys thanks,5
I never reported my card stolen I just…,I never reported my card stolen I just forgot about a transaction and I got a message saying it was reported stolen,1
Card serviced,Unknown emergency happened and was able to use my overdraft and it helped alot knowing I had it for a little extra,4
You guys charged too many rates and too…,You guys charged too many rates and too many too many fees,2
Absolutely the most horrible customer…,Absolutely the most horrible customer service I’ve ever experienced in my life.. I will never use Netspend again!,1
Everything,Everything. I've never had a problem with NetSpend.,5
NetSpend has been really good to me.,It’s okay but could be better for business…,5
It’s okay but could be better for…,Very happy helping me with everything thank you 🙏,4
Very happy helping me with everything…,U guy are just ok your limits.are.very low and ur costumer service rep was very hard to understand.,5
U guy are just ok your limits.are.very…,I feel as if they false advertising is going on with the supposed to get paid 2 days early,3
No true on paid 2 days beforehand,"Terrible service wouldn't recommend,  they blocked my account for no  reason 😡😠🤬",5
Your service is trash,"Customer service is KEY, and NetSpend knows it!!",1
Customer service is KEY,Take care of any problems correctly and quick,5
Take care of anActivate cardy problems correctly and…,I use NetSpend to order things on and I can put as much on the card to get the order paid,5
A good choice,Transfer fees and limit on transfer amount.,5
Fees,Netspend all access!!! Enough said!👍🏽👍🏽,1
Netspend all access!!,The help I got to reestablish the account,5
Service,When my card got hacked it took all day but the gentleman that helped me was amazing,5
When my card got hacked it took all day…,Wonderful and I'll have overdraft payed Wednesday I want to continue my services ty,5
Wonderful and I'll have overdraft payed…,Well I don't have any negative things to say about NetSpend it was all good thank you Bobbie Rush.,5
Well I don't have any negative things…,Lost my new card on the way to the store but luckily you offer the digital card.,5
First time and lost my card before I got to the store,Feeds are ridiculous. I believe this is a scam!!!,5
Awesome Customer service,Very very helpful with my card that almost got fraud thanks to them it didn't,5
Feeds are ridiculous,I like the early pay day and things are easy for the most part.,1
Very good service,thank you. great job.,5
I have always  love netspend,"Easy to activate, easy to use, accepted where ever Mastercard is accepted",5
Never had an issue awesome service,Netspend is a good bank to have you get your money up to two days fast.,5
I like the early pay day and things are…,wanted to login my account told me I can’t able to login my account there was a issue occur,5
good job,Great services I'm  Happy whiit,5
Easy to activate,Great love it alot,5
Good customer service.,Easy-to-use direct deposit,5
wanted to login my account told me I…,Netspend you are very good,5
App just buffers alot and,great detail n information,5
Easy to use,Everything has been great service has been professional,5
Love it,Very good I like it alot,5
Patience and representative,I like the way they buy,5
It just simply works for me,Excellent customer service rep was friendly and helpful,5
Easy-to-use,You charge every time I use the card I didn’t know that,5
My money,I use it for direct deposit but has alot of fees,4
great help n detail,Since I got the card never had an issue with it,5
Everything about  netspend,Great app and card. Nice to have a way to work back my credit score.,5
Everything has been great service has…,It take a while to get a replacement card please change that..,5
Very Good,Thank you ☺️❤️,5
To receive their money,Everyone always GI out there way to help you,5
Great customer service,Rates Charges,5
I get my money on time,Fast response,5
Greatness with the app,All excellent,5
I think I will like it,I enjoy Netspend because it's fast and easy to use,5
It's easy to use,I think it is awesome,5
Excellent customer service rep was…,I have been using NetSpend for 3years,5
You charge every time I use the card I…,Has been great... Love banking with you,3
Great card convenient,Thank you thank you thank you thank you,5
I use it for direct deposit but has…,My experience has been wonderful,4
Love it,"Lost card cancelled,and another one was issued.",5
Everything great!,Awesome! Net spend is great,5
Great app and card!,I went to go get my car fixed,5
It's good to a point but it take forever to get a replacement card.,Very good in helping out,5
Very impressive,Good all the time 👍,5
Thank u,It was offall,5
Very efficient,Great bbbklcfgv,5
Everyone always GI out there way to…,Good overall,5
Charges,I love my netspend card,1
Great service,Great!!! Quick to use. I give it a 5 out of 1-5!!!,5
Saving,Exactly what I need,5
Review of experience,I have been a member  of Netspend  since the 90s. They are very respectful  and always have answers to my questions.  I know if I have a question  about a transaction they will help me. They have saved me twice from getting hacked. Thank you Netspend.    Karen,5
I enjoy Netspend because it's fast and…,Im realy happy with nerspend and i get my deposits early,5
awesome,My husband and I love NetSpend. We originally got it to pay bills with but we loved NetSpend so much that now we use it for everything. Y'all are awesome,3
Arzphx1!,I never had no problems with NetSpend they are very dependable,5
Love,I just had my social security benefits deposited to Net spend I regret it already the debit card is cheap it doesn't even have a chip inside it. You can only draw out 400 dollars a day. My other ore paid card was 500. It doesn't even tell you inside the app where the free ATM's are. I will not use this card for long,5
Thank you,Exceptional customer service,5
I am very satisfied with the service.,When calling to ask NetSpend a general simple question but NetSpend operator was unable to help me. Disappointing!,4
Great very helpful company servent,"I love using netspend, it is easy to use. The only thing I wish would be possible is to get texts which let me know when and what  is deposited and when money is withdrawn. It would help knowing my totals.",5
My experience with NetSpend has been awesome I will continue to use NetSpend,"Fraudulent charges were not reimbursed even when there was evidence that I couldn't have been at two locations at the close approximate time, judging by the distance of 2 and half hour drive.  Estimate travel speed of 190 miles per hour to make another purchase.",5
Lost card,MUCH EASIER TO MANAGE THAN A CREDIT CARD.. THANK YOU..,5
Everything is great,"Can't find the link for referrals,can't find out where to order checks",5
Awesome,"So far my experience with NetSpend metabank is very positive, my payment came in on time and now I'm interested in the overdraft protection.",5
Over charge twice 140,The only issue I have is I don't like that all cards are link under one account..not to happy about It...,3
They fixed my problem,This card charges for every transaction  you make. 1.95 every single time.. I think I'm gonna find a different and cheaper card.,5
Good job,They charge you almost 2 $ every time you touch your card. They have fees for fee processing...,5
service as described,They doing a wonderful job,5
My personal opinion,As always when ever I call and who ever I talk to is always more than helpful and I can be very difficult sometimes because I am not very handy with the whole internet deal but they are always patient and walk me through it and I thank them all who help me thank you again. Michael,5
Theft on my account,I like the service,1
I really like it,Overall customer service is horrible. It takes forever to speak with someone. Issues are NEVER RESOLVED. I submitted a mobile check deposit and I still haven’t received my funds. $18.90!!!! Ridiculous. I remember why I left years ago.,5
It has been great,I had the worst attitude towards me from a custom service representative,5
Love the account,I get easy access to my acct.and my money is protected to my satisfaction,5
I love Netspend!,I really like netspend because l can choose how much l want on my card l don't have a bill,5
Right,"Great!!! I didn't  have to go through anything  ,or wait a long time holding",4
Good 👍,Netspend was fine at first but now I can’t log into my account I can’t use my card the automated system doesn’t recognize my information that I’ve been using since getting my card. I have no idea what’s going on or what I can even do since I can’t seem to get ahold of anyone.,5
good service,"Very friendly, helpful and answered my question",5
Thanks for having my back,I didn't have any problems at all. Thank you for your services.,5
Worst app ever,Opening my account was so easy and am excited to use this account!,1
It was great!!,"I got a fraud alert on my card and I accidentally hit the word no with my finger and now my card is locked up I can't use it I can't get a money out I'm going to lose my job because I can't get to work I have no gas money I am so upset and they say they cannot unlock my card I got a direct deposit coming of several thousand dollars on next Thursday I have $1,100 direct deposit coming on the first I have money in there now and I have no cash I'm so pissed",5
Good job,I appreciate all you do.  If you think there is something that doesn't look right you let me know.  Whenever a transaction has been made you inform me of it.  Thank-you for all you do.  :),5
Good service,I had an old account that I had a negative balance in and when I got my government benefits from unemployment NetSpend put a hold on my account and snatched the past two balance from my old account and held my money until further notice unannounced and I was unaware of this it just happened immediately,5
Very satisfied!!,I absolutely love you guys!!! Your app is easy and fast u guys super nice on phone!! Iam so glad I have u guys!!,5
The card was great,Short wait times and friendly staff It was nice talking to someone I could understand,5
1-5 I give it 5!!!,My experience is great with Netspend. I love depositing money at Walgreens. I can’t wait to be able to order checks. Thank you Netspend for letting me reorder the Visa Debit. Netspend.,5
Great,It is always great using your prepaid cash Card when I need it.,5
I have been a member  of Netspend for years…,"The Check Load feature is really awesome, but the fees on every purchase and the problems I have with the app almost aren't worth it.",5
Im realy happy with nerspend and i get…,My card came quickly and customer service was great,5
My husband & I love NetSpend,I like getting my money early.,5
I never had no problems with NetSpend…,Friendly customer service they actually act like they care and are concerned,5
I just had my social security benefits…,Great card and direct deposit is great 👍,5
1st review,I love the card and what is to offer,4
When calling,I love my new account! Everything has been so easy!,3
the  maxim card,I hate your guys account you don't take in account for the customer,5
I love using netspend,It’s great I really like Netspend very handy,5
Fraudulent charges were not reimbursed…,I did not like NetSpend at all because they charged me $1.95 each time I swiped it I could buy a 50 cent pack of bubble gum and it would cost me $1.95 just to buy it okay now if I had to go to the ATM and it was $3 then I paid $4.95 if I went to an ATM and it was $5 then I paid $6.95 it's just a rip off,1
MUCH EASIER TO MANAGE THAN A CREDIT…,NetSpend does everything that they say they do. I would recommend them to everybody,5
"Can't find the link for referrals,",Not one thing per say just the all around service provided has been great. They notified me the other night about what they thought might have been a fraudulent purchase. They ask if it was me making the purchase. Told them it was and was able to continue the sale. I really appreciate that.,3
So far my experience with NetSpend…has been great,NetSpend is a good card get paid early    people always try to help when u need it,5
Great services,I like the app it’s just the monthly fee is extremely unnecessary but overall great app!🤝🏽,5
This card charges for every transaction…,"On this day of October, I got a deposit that was very helpful to me. My NetSpend crew came thru with flying colors. Thank you....",2
They charge you almost 2 $ every time…,Don't  like the fact that netspend closed my account for no reason,1
They do I good job,Being charged for a prepaid card can’t believe it. I will not be using the account again,5
As always when ever I call and who ever…,What I was needing done for business was handled professionally and on a great level,5
Good,My last card expired with money still on it. Then I had to get a whole new card so that money is gone I guess 😞,5
Overall customer service is horrible,I had trouble with social security about my money and talking to netspend agents they were able to tell me what was wrong. They were so nice about explaining what need to be done. I love to thank them so much.,1
I had the worst attitude towards me…,Very easy to set up and use,2
I get easy access to my acct.and my…,It is my favorite Bank out of all banks and the easiest! And trust me I have tried almost all the banks LOL,5
I use my card daily it’s great,"It's the best and easy to use card on the market,while someone next to me on a line in a popular store was having difficulty using her card,mines had no problem going thru,love my NetSpend. I pay my bills, recharge my family's phone anywhere and buy online.",5
Netspend works,"My experience being a NetSpend member has been excellent not having to wait for an approval of an application process to quickly become a member when I needed a new bank membership with no credit check or a deposit to join. I haven't had the experience of using any of the services yet, but I am expecting it will be an excellent service as well!",5
Great!!,The charge for each use is highThat’s why I barely use it,5
Netspend was fine at first,I really appreciate you guys and the ways of this kind of stuff!!!! Keep doing the right thing,2
Very friendly,Very quick and easy mobile check deposit I would use 5 stars but the load fee is a little pricey would love it to drop like a few bucks.,5
I didn't have any problems at all,My overall experience with NetSpend have been one of professional courtesy,5
Nothing to say at this time,"I made a cash deposit on a Sunday night. When I tried using the cash I loaded on my card, I was locked and blocked from my account. I was very upset to say the least. It took 2 days to resolve my issue after emailing personal identification documents and undergoing interrogation twice. I still wasn’t given a clear answer as to why I was “red flagged”, other than the red flags are “computer generated” whatever that means. I never heard of such a thing. Maybe if I was doing suspicious activity, then ok I get it. I don’t like not having access to my hard earned money. I think CashApp is waaaaay better and that’s where my money will be!",5
Opening my account was so easy and am…,The set-up of my account was easy and all the instructions were clear.  Very nice indeed.,5
I got a fraud alert on my card and I…,I was overcharged from ABC cleanup company.  Now my account is in negative status.  Customer service didn’t help and I could understand his broken English.  Not very happy!,1
I appreciate all you do,Have had a great experience so. Been approx 2 and half years.,5
Netspend restricted my account unexpectedly,I love this bank,3
I hate how every transaction I get charged by netspend every time I purchase something,Your agents need to be retrained security straightened out the card ending in 3905 for me and let it go through I looked into the app and saw that I had a $29.95 balance the day after that I tried to get into the account and I couldn't get into the account and the agent that took over told me I had to get a new replacement card because the 3905 card wasn't no good so I did that I got the card the other day meaning Thursday of this week and I still couldn't get into the account the young lady that I talked to was very observant very helpful very kind considerate and she explained to me that the account was closed well I know security did not close it whoever the guy was who the next day took the account he's the one that closed it and told me I had to get a new card he's the one that needs to be retrained or fired,1
Great experience,I've had the card for 4 years now..and Love it!!!!,5
I absolutely love you guys!!,"NetSpend is easy to use,quick, and convenient.",5
Great service,"They were suppose to send me a new card and didn't. Do not see my balance on my phone when I go to the ATM, it suppose to inform me whenever I use the ATM and it doesn't.",5
My experience is great with Netspend,As a returning client was given horrible service if the person had a strong accent.  When asked to speak to supervisor was always placed on hold for over an hour then hung up on. I'm actually leaving the company next month cause experience was so horrible,5
The all access card is awesome 👍👍,I cant get more than 260 dollars from the ATM at any time,5
It is always great using your prepaid…,Yes I've enjoyed the NetSpend I've had other cards that I have had nothing but trouble with..... NetSpend has always been reliable I've always been able to get a hold of somebody to talk to you when there's been a problem which there have been but only a couple I have had other cards that have done nothing but trouble I've been using NetSpend and NetSpend All Access for 4 years,5
I give it a 3.,My transaction was declined however my card was still charged.,2
Slow service,Really like the new Access card. Easy to use and accepted by more merchants,1
I have been so consumed Ed about by day,This is not a good service they are trying to keep my money they won't transfer my money to my other account,5
My card came quickly and customer…,I did not know that using my card meant that I would have to pay $1.95 each time. I do not like this part of the use of this card. Probably go back to my other card/account.,5
I like getting my money early,"My SSI payment was received by NetSpend account was not return back to my bank wells Fargo bank my card was stolen and reported,trun off where is my money.",5
Great company keep up the great job,I was a little surprised that I was charged a $5 service fee when I only had the card a couple of days and I didn't like that too much and if I'm going to be charged $5 every month I might not be keeping the card just because that's not what's best for me but the card itself in the account is okay,5
Friendly customer service they actually…,"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",5
Great card,I got charged twice this month for a monthly fee . I knew when I loaded it it would charge me but 8 days after I just got charged again.  I'm MAD!!! That money was to pay my disabled sons bills.  I had to pay 4 to load then 5 for a fee then get charged again another 5 for the fee😡,5
Love it,I had a great experience with my NetSpend Card account. Always friendly and respectful employees. I know I will always have great service when I call.,5
I love my new account,Netspend is very useful and I wouldn’t change it for the world.,5
