reply_negative_positive
"In response to your recent inquiry, we apologize, but at this time CashNetUSA cannot provide you with a cash advance. For privacy reasons we are not able to see the specific reason for why your application was declined, but you will receive an official statement from CashNetUSA within 30 days from the date that your application was declined. If you would like additional information, you may submit a written request to the address provided below. We apologize for any inconvenience this may have caused.CashNetUSAAttn: Compliance Department175 W. Jackson Blvd, 10th FloorChicago, IL 60604"
"Hi Timothy,We’re sorry that we didn’t meet your expectations. To discuss further with a member of the team, please contact our dedicated CashNetUSA Customer Service line at (888) 801-9075."
"Hi Zac,We’re sorry to hear that you weren’t satisfied with your repayment terms. To discuss your loan and your options, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"Hi James,We’re sorry to hear that you’ve had trouble with your account. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"As of 6/28/2022, CashNetUSA is no longer offering any new Payday loans in California. We are focusing on longer term products such as Line of Credit and Installment to provide fast and convenient access to credit. We apologize for any inconvenience."
"Hi Petra,We’re sorry that we didn’t meet your expectations. To discuss further with a member of the team, please contact our dedicated CashNetUSA Customer Service line at (888) 801-9075."
"Hi Terry,CashNetUSA works to match our customers with our best possible offer based on their financial eligibility. Our customers are presented with their complete offer details before signing the contract. If you have a question about your specific offer, feel free to contact us at https://www.cashnetusa.com/contact-us.html"
"Hi Darus,CashNetUSA works to match our customers with our best possible offer based on their financial eligibility. Our customers are presented with their complete offer details before signing the contract. If you have a question about your specific offer, feel free to contact us at https://www.cashnetusa.com/contact-us.html"
"In response to your recent inquiry, we apologize, but at this time CashNetUSA cannot provide you with a cash advance. For privacy reasons we are not able to see the specific reason for why your application was declined, but you will receive an official statement from CashNetUSA within 30 days from the date that your application was declined. If you would like additional information, you may submit a written request to the address provided below. We apologize for any inconvenience this may have caused.CashNetUSAAttn: Compliance Department175 W. Jackson Blvd, 10th FloorChicago, IL 60604"
"Hi Jacqueline,Please contact our customer service team for help with your questions: https://www.cashnetusa.com/contact-us.html"
"Hi Bruce,We’re sorry to hear that you weren’t satisfied with your repayment terms. To discuss your loan and your options, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"Hi Corey,Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi Demon,We’re sorry to hear that you had a bad experience, and want to thank you for providing valuable feedback. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075 or via email at support@cashnetusa.com."
"Hi Christina,Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi Courtney, Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi Duewayne,Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi Laurean,CashNetUSA works to match our customers with our best possible offer based on their financial eligibility. Our customers are presented with their complete offer details before signing the contract. If you have a question about your specific offer, feel free to contact us at https://www.cashnetusa.com/contact-us.html"
"Hi Jada,We’re sorry to hear that you weren’t satisfied with your repayment terms. To discuss your loan and your options, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"Hi Debra,Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi Ellen,CashNetUSA works to match our customers with our best possible offer based on their financial eligibility. Our customers are presented with their complete offer details before signing the contract. If you have a question about your specific offer, feel free to contact us at https://www.cashnetusa.com/contact-us.html"
"Hi Rae,Thank you for taking the time to share your experience!"
"Hi Thomas,We appreciate your feedback and understand that not everyone’s financial situation is the same. Our mission is to provide opportunities for consumers to get fast and easy access to the credit they may not find with other lenders."
"Hi Rebecca,Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi James ,We’re sorry to hear that you weren’t satisfied with your CashNetUSA customer service experience. To discuss further with another member of the team, please contact our dedicated CashNetUSA Customer Service line at (888) 801-9075."
"Hi Adrianne, We are sorry that we could not meet your banking preference needs. Many factors go into our customer bank account eligibility, and we strive to make reasonable decisions for our company and customers. Feedback and suggestions are always being evaluated and we will share your feedback with our teams. For further assistance, please contact our dedicated CashNetUSA Customer Service team at ​(888) 801-9075​."
"We’re sorry to hear that you had a bad experience, and want to thank you for providing valuable feedback. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075 or via email at support@cashnetusa.com."
"Hi Camille,We’re sorry to hear that you weren’t satisfied with your repayment terms. To discuss your loan and your options, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"Hi Terry,Many factors go into determining your eligibility and you can always check your eligibility by logging into your account at CashNetUSA.com. If you are not eligible today, you may still become eligible in the future!"
"Hi Gabbie,We’re sorry to hear that you had a bad experience, and want to thank you for providing valuable feedback. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075 or via email at support@cashnetusa.com."
"Hi Brittany,Glad we could help!"
"Hi [NAME],We’re sorry to hear that you had a bad experience, and want to thank you for providing valuable feedback. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075 or via email at support@cashnetusa.com."
"Hi Mike,CashNetUSA works to match our customers with our best possible offer based on their financial eligibility. Our customers are presented with their complete offer details before signing the contract. If you have a question about your specific offer, feel free to contact us at https://www.cashnetusa.com/contact-us.html"
"Hi John,Please contact our customer service team for help with your questions: https://www.cashnetusa.com/contact-us.html"
"Hi Mary,We’re sorry to hear that you weren’t satisfied with your CashNetUSA experience and we would like to see how we can help you. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"Hi Jen s,We’re sorry to hear that you had a bad experience, and want to thank you for providing valuable feedback. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075 or via email at support@cashnetusa.com."
"Hi Corey,We’re sorry to hear that you weren’t satisfied with your CashNetUSA experience and we would like to see how we can help you. For further assistance, please contact our dedicated CashNetUSA Customer Service team at (888) 801-9075."
"Hi Walter,We’re sorry that we didn’t meet your expectations. To discuss further with a member of the team, please contact our dedicated CashNetUSA Customer Service line at (888) 801-9075."
